ID,Lat,Long,Country,Villages,Livelihood,Demography,Cultural,Health,Learning,Assets,Flexibility,Agency,Organisation,Sensitivity,AdaptiveCapacity,imp.ssp126.2050,imp.ssp126.2100,imp.ssp245.2050,imp.ssp245.2100,imp.ssp370.2050,imp.ssp370.2100,imp.ssp585.2050,imp.ssp585.2100
BR95,-5.0711021,39.83933994,Tanzania,Kangagani,0.381770161,0.134420226,0.044142243,0.054325556,0.077639323,0.06064554,0.132361547,0.070402771,0.154544198,0.614658186,0.49559337999999997,0.5468194450828109,0.4542565424907436,0.5400249696899365,0.5284471507638383,0.5855221252804049,0.5435989293797189,0.5741511349915371,0.5498129314060594
BR95,-5.0711021,39.83933994,Tanzania,Mjini Kiuyu,0.339634462,0.136453842,0.047057633,0.048276964,0.040738543,0.037418702,0.11590246,0.065550155,0.142320095,0.571422902,0.401929956,0.5468194450828109,0.4542565424907436,0.5400249696899365,0.5284471507638383,0.5855221252804049,0.5435989293797189,0.5741511349915371,0.5498129314060594
BR95,-5.0711021,39.83933994,Tanzania,Selemu,0.317631488,0.130273484,0.045777302,0.048965216,0.060017365,0.091581229,0.116724177,0.068517089,0.152456384,0.542647489,0.489296244,0.5468194450828109,0.4542565424907436,0.5400249696899365,0.5284471507638383,0.5855221252804049,0.5435989293797189,0.5741511349915371,0.5498129314060594
DC127,-14.3211021,47.83933994,Madagascar,Lagnamena,0.24254889600000001,0.088995129,0.102133573,0.10638401,0.127769371,0.038268376,0.079988938,0.077629459,0.135391926,0.540061607,0.459048069,0.3354881901337456,0.3378776340722631,0.3525574247022416,0.37211001459967574,0.34866025067408135,0.40128218937935206,0.36773654809989387,0.36175179926208634
DC128,-14.3211021,48.08933994,Madagascar,Maromanjo,0.271846106,0.080758409,0.132731484,0.100164707,0.123627904,0.0190092,0.076628386,0.074027343,0.148985256,0.585500706,0.442278089,0.3320631593899733,0.3341246971231458,0.3492798233259166,0.36886245170420767,0.34540101373200044,0.39771639187558866,0.36436190612516806,0.35807326643437426
DH123,-15.5711021,46.83933994,Madagascar,Andranoboka,0.258582628,0.089101478,0.104789704,0.115633227,0.118997556,0.064270712,0.073546201,0.075702269,0.120892767,0.568107036,0.453409504,0.3395904825529579,0.34345976815195295,0.3524220606847828,0.3702622131565728,0.3531295309597092,0.4174793357848138,0.3712866768449846,0.393525015689733
DH124,-15.5711021,47.08933994,Madagascar,Besakoa,0.263315011,0.072745856,0.123164047,0.101701651,0.134632763,0.085837867,0.071686739,0.057668272,0.122045137,0.560926564,0.471870778,0.3405574350543897,0.3442435721000621,0.35478647760749954,0.37227817545812625,0.3544166290383613,0.41823434190657066,0.37358555975631647,0.39459744029849914
DH124,-15.5711021,47.08933994,Madagascar,Tsinjoarivo,0.266733535,0.074323807,0.113443434,0.105990083,0.117985936,0.040801704,0.076112546,0.064344125,0.111637047,0.56049086,0.410881357,0.3405574350543897,0.3442435721000621,0.35478647760749954,0.37227817545812625,0.3544166290383613,0.41823434190657066,0.37358555975631647,0.39459744029849914
DH125,-15.5711021,47.33933994,Madagascar,Antafiatambalaka,0.255353876,0.068228651,0.119006816,0.090382734,0.124052479,0.068889977,0.057724122,0.094443475,0.134837878,0.532972076,0.479947931,0.33109373874316267,0.3333444452317359,0.3443713547954426,0.3598644353728606,0.34534087183163137,0.40074659222662556,0.36307768409790736,0.3764313500423115
DI123,-15.8211021,46.83933994,Madagascar,Analanabe,0.237812402,0.054894231,0.108075185,0.095115974,0.125525081,0.056057383,0.068888591,0.100790792,0.129224051,0.495897792,0.480485897,0.3413319513114547,0.34406994467902285,0.3529585351958801,0.37014050940737986,0.3545327204712715,0.42033392188375,0.37224657100740133,0.3979204585922977
ET70,-25.0711021,33.58933994,Mozambique,Cumbane,0.188145794,0.109504236,0.111795167,0.056883277,0.106944359,0.034175697,0.098301294,0.075220598,0.109460447,0.466328474,0.424102395,0.2954766687198164,0.28156233099108025,0.2683024491357312,0.29093332198524796,0.29918913058063257,0.30366347012884726,0.2973562994616281,0.29986245442557474
ET70,-25.0711021,33.58933994,Mozambique,Mahilene,0.187369155,0.0955061,0.117781583,0.049257814,0.101082095,0.02295089,0.087890035,0.067253855,0.109498651,0.449914651,0.388675526,0.2954766687198164,0.28156233099108025,0.2683024491357312,0.29093332198524796,0.29918913058063257,0.30366347012884726,0.2973562994616281,0.29986245442557474
EW66,-25.8211021,32.58933994,Mozambique,Gazene,0.302244824,0.101520979,0.100894801,0.06438016,0.103348079,0.040086579,0.122661672,0.093861271,0.12874072,0.569040764,0.488698321,0.3064178457905119,0.28868216298568594,0.2790114856863468,0.303080359463631,0.30564795325452376,0.3114973505915504,0.3100565614362635,0.3128438716328978
EX67,-26.0711021,32.83933994,Mozambique,Farol,0.278060257,0.11342308,0.090175359,0.04573158,0.116297231,0.064555647,0.114156523,0.087353092,0.110146004,0.527390275,0.492508496,0.3223976251301639,0.3014882185718675,0.290992260340929,0.3180843134431792,0.3179449731207272,0.32541119904861776,0.32626719885332606,0.32852053598372755
