ID,x,y,impact.ssp126.2050,impact.ssp245.2050,impact.ssp370.2050,impact.ssp585.2050,impact.ssp126.2100,impact.ssp245.2100,impact.ssp370.2100,impact.ssp585.2100
CT113,44.33934,-12.071102,0.510727617612733,0.48865505799313985,0.4645174715842919,0.4899050869250623,0.5140351808391496,0.4800544216174797,0.4755493194430104,0.4700107956930729
CT114,44.58934,-12.071102,0.4400935956047761,0.43629715598236296,0.4167568577205364,0.41986447674143823,0.4207937639074597,0.4085304676624575,0.4059165197541434,0.39830290772772126
CT115,44.83934,-12.071102,NA,NA,NA,NA,NA,NA,NA,NA
CT130,48.58934,-12.071102,NA,NA,NA,NA,NA,NA,NA,NA
CT131,48.83934,-12.071102,0.32271521940778275,0.31668391617219893,0.31494356474249846,0.3022822411731699,0.31860116824127077,0.2979021997440261,0.30647342745131434,0.3055712361326261
CT132,49.08934,-12.071102,0.6073395669585485,0.4670292391301308,0.6896077849761082,0.5715832744837775,0.6747125485606462,0.6585991226911417,0.7201115075349519,0.6979875637465257
CT133,49.33934,-12.071102,0.470510787040998,0.4735029465514092,0.5309626097335652,0.4505531093914848,0.464833776068244,0.49122357582685144,0.5461470332829786,0.533218552406552
CT134,49.58934,-12.071102,NA,NA,NA,NA,NA,NA,NA,NA
CT97,40.33934,-12.071102,0.5206328728916179,0.35348255043427385,0.4927724546068019,0.490839285159236,0.5180260215402807,0.4503443850383232,0.49235631191329743,0.490449906500934
CT98,40.58934,-12.071102,0.458271282856865,0.5465571185606266,0.6402132353731765,0.5568281687306692,0.4556436751418822,0.6055258270103832,0.6574152352262892,0.6366325042596377
CT99,40.83934,-12.071102,NA,NA,NA,NA,NA,NA,NA,NA
CU109,43.33934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CU110,43.58934,-12.321102,0.5445729364415908,0.5454259476830183,0.4857803220938964,0.5288821379122343,0.5491855084820411,0.48930652950039133,0.5111006852256172,0.4742107655719304
CU111,43.83934,-12.321102,0.576818245500258,0.5935226215734567,0.5434651556701939,0.6056425111780318,0.5622416267658454,0.5623709460798807,0.5515574057626591,0.5771047116176085
CU112,44.08934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CU113,44.33934,-12.321102,0.5705499753147585,0.5548742602926705,0.5196302522072792,0.549951207437314,0.5654929571198566,0.5334134284525485,0.5245455564402675,0.5294937223410787
CU114,44.58934,-12.321102,0.47858400106761234,0.47121854820031855,0.44771157429978375,0.46273050827222834,0.4533559452986154,0.4510215596245349,0.4486698492814098,0.44740710725017024
CU115,44.83934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CU116,45.08934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CU130,48.58934,-12.321102,0.40379833726754233,0.3969899777443314,0.3460005294277556,0.38282206548463166,0.39989397833865653,0.36797582169183024,0.352990962106202,0.36999273133672006
CU131,48.83934,-12.321102,0.5458137459443811,0.5272080607482595,0.4933817640209328,0.5179752290633852,0.5522674871006149,0.5413073513211396,0.5113332366525613,0.512722343588096
CU132,49.08934,-12.321102,0.5309063871248241,0.45169906769451046,0.5845891292700776,0.4540350398231472,0.5193323454016178,0.5528139873726541,0.6403554382193423,0.600487882094072
CU133,49.33934,-12.321102,0.5127454971215466,0.4636379835402995,0.6047499227787124,0.4653014768634131,0.5007345011655265,0.49147400786805184,0.6275747149515746,0.5581098827605709
CU134,49.58934,-12.321102,0.46320024199142873,0.43814711453347294,0.5331215218303303,0.4389695563215089,0.4569852713963797,0.4745218819024893,0.5408164223666906,0.5089026025674003
CU135,49.83934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CU97,40.33934,-12.321102,0.5139313696527089,0.4248166066966229,0.475572072782332,0.495146982237152,0.5124549089884449,0.48930255720648874,0.47437201267207213,0.4855877156298198
CU98,40.58934,-12.321102,0.491433257243225,0.5432899205490995,0.8028542808424758,0.5486709805571782,0.4932705946567543,0.6825340428726078,0.8718802642054495,0.7329341440241282
CU99,40.83934,-12.321102,NA,NA,NA,NA,NA,NA,NA,NA
CV109,43.33934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV110,43.58934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV111,43.83934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV112,44.08934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV113,44.33934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV114,44.58934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV115,44.83934,-12.571102,0.32058618917272225,0.30910646648287504,0.3123729419715796,0.31070885075353655,0.32211938390650113,0.3086434434255193,0.30970995404574336,0.3075901753808929
CV116,45.08934,-12.571102,0.5232256345627668,0.5486274257928827,0.4643180558724872,0.5109666183618728,0.5320258086201629,0.5133706222436922,0.4756223853844078,0.48800027129922274
CV117,45.33934,-12.571102,0.4201567807199348,0.3938400703650666,0.37180070066312404,0.39874992368339796,0.4120078761691423,0.37419176827845585,0.3718563696065705,0.37485366183939733
CV118,45.58934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV130,48.58934,-12.571102,0.33736425064788095,0.3362176614140181,0.2977108378745358,0.31811972302584224,0.32628141216636414,0.3000248712539741,0.2934187509411162,0.3003022795669871
CV131,48.83934,-12.571102,0.6527429692443314,0.5789428986649056,0.593841156589203,0.6481179410415314,0.6517282832386766,0.6240473897089273,0.6502758791422689,0.6663855791141616
CV132,49.08934,-12.571102,0.6283098243934555,0.4112230974489459,0.5286786246171711,0.4673663550349059,0.610627680521899,0.339631976083238,0.5266534790407211,0.490335628436435
CV133,49.33934,-12.571102,0.5314010036279535,0.44541701332451356,0.4963567676881431,0.4664621107247602,0.5112867787332438,0.3825808255520021,0.48066927388810415,0.4495940115438031
CV134,49.58934,-12.571102,0.5122088758921737,0.4809852488319385,0.5902781028496625,0.4618517683565829,0.4989677761888167,0.5540561495322889,0.6069456601210343,0.5515875131697842
CV135,49.83934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV136,50.08934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CV97,40.33934,-12.571102,0.48855647122320933,0.45456101330641585,0.4673444324899312,0.45731267068447,0.5071746753855139,0.48207434958682555,0.4678115768301754,0.4720121964437558
CV98,40.58934,-12.571102,0.5646356736386811,0.6641296303006617,0.7653226815293762,0.6723256249637658,0.6294486270110319,0.7637366612770538,0.8111142282422799,0.7011074345153063
CV99,40.83934,-12.571102,NA,NA,NA,NA,NA,NA,NA,NA
CW115,44.83934,-12.821102,0.3673937973316939,0.36255179216083516,0.3412359561811322,0.3551502522121983,0.36768491289226307,0.2866630345370851,0.35493481509779434,0.20761868950512138
CW116,45.08934,-12.821102,0.6820429708975141,0.6539794821605771,0.6026191067253363,0.6603067435518458,0.6787971045151759,0.6417884731662581,0.6115036284704699,0.6339648827788003
CW117,45.33934,-12.821102,0.6823954389388239,0.6723067307003062,0.5955003292908035,0.6930439019766532,0.6429725726120684,0.6436755199952999,0.61473202288554,0.6224558604915658
CW118,45.58934,-12.821102,NA,NA,NA,NA,NA,NA,NA,NA
CW130,48.58934,-12.821102,0.5751010935268885,0.5762502036278689,0.49368555527993496,0.5548470247195404,0.558872683611838,0.5338524163254991,0.4893352319042582,0.5098217452929262
CW131,48.83934,-12.821102,0.5035300858166397,0.47946328198387395,0.44937869498397703,0.44260925888791436,0.4881402159018711,0.3753894478571785,0.44358793734785756,0.44222788865925033
CW132,49.08934,-12.821102,0.5918158399279745,0.46784996851632815,0.5160440478633899,0.468684993558985,0.5747253069910176,0.4304359309839787,0.5149251484073718,0.4839631268996678
CW133,49.33934,-12.821102,0.6119320098044408,0.43322321116061063,0.5293154517279177,0.5052802126163535,0.5916796642895045,0.3550997961143142,0.5205951618251206,0.4925886605474987
CW134,49.58934,-12.821102,0.4735072430642768,0.4495174690997299,0.4864405069105277,0.4481914286159966,0.47220538916120397,0.4636587632013997,0.5452704978930866,0.474161879591381
CW135,49.83934,-12.821102,0.5133281826909104,0.503124363375536,0.6607838242081232,0.4834205819975637,0.5119021813164563,0.576966167160882,0.6596255733192309,0.6392988666722635
CW136,50.08934,-12.821102,NA,NA,NA,NA,NA,NA,NA,NA
CW96,40.08934,-12.821102,0.5063559578824068,0.5241432765843832,0.48171209967484807,0.5016972899749947,0.5227926441300422,0.8013347092936828,0.48451043683135114,0.5064050034228487
CW97,40.33934,-12.821102,0.5202183397771587,0.49835043018249375,0.520009616862486,0.5298249907029173,0.5327465644416143,0.5012062193716416,0.5162418338815674,0.5091660243735184
CW98,40.58934,-12.821102,0.6016223425700475,0.5978402154769117,0.5853511561653939,0.6204519862804064,0.6177128723937048,0.6123031524701081,0.5977526878796042,0.5924935122106586
CW99,40.83934,-12.821102,NA,NA,NA,NA,NA,NA,NA,NA
CX115,44.83934,-13.071102,NA,NA,NA,NA,NA,NA,NA,NA
CX116,45.08934,-13.071102,0.6164924233989876,0.5896146129925085,0.48219038528568814,0.5635613839863048,0.60812100026981,0.4747923917090388,0.47200105398603165,0.4966041449890181
CX117,45.33934,-13.071102,0.4025092481810689,0.39700039208868965,0.35620372895830954,0.41106098033425476,0.3923644192288838,0.35417339255739455,0.35513324374636623,0.3568584350116762
CX128,48.08934,-13.071102,NA,NA,NA,NA,NA,NA,NA,NA
CX129,48.33934,-13.071102,0.4262342042466672,0.40353993093030555,0.3604824881736093,0.4082288130568973,0.416540433769742,0.37935957004568194,0.36583905623692253,0.3627394087049068
CX130,48.58934,-13.071102,0.45965974559960376,0.43584105039558396,0.3729312615359532,0.4423876789185942,0.4411361628939283,0.4003843322653054,0.38453790280065325,0.3928401758307957
CX131,48.83934,-13.071102,0.8516209693770163,0.7452398306041502,0.514847842314217,0.7892659569049594,0.8542601515165921,0.6680426908496352,0.6146005442844321,0.5804149441194161
CX132,49.08934,-13.071102,0.541210152522718,0.4864374713336645,0.5101144659432045,0.44373861210691806,0.5212521679098252,0.40335247840833083,0.49289186406761576,0.4512245536737405
CX134,49.58934,-13.071102,0.5628689744818666,0.5279276604989821,0.5411631756884352,0.46195295254542945,0.5486384458977237,0.3978111920438616,0.49546604829098534,0.4597741420351774
CX135,49.83934,-13.071102,0.5349098576030196,0.5375591478971441,0.4934514145308188,0.504095027614649,0.5279119591089069,0.4786734725430357,0.44426938844876146,0.5040925478445596
CX136,50.08934,-13.071102,NA,NA,NA,NA,NA,NA,NA,NA
CX96,40.08934,-13.071102,0.5295275698625751,0.3499555144540365,0.46819952610847715,0.5282032491959305,0.560893368827332,0.5050708620640926,0.4747149261404058,0.5289206223166478
CX97,40.33934,-13.071102,0.5765251449983274,0.5623900664578968,0.521752464894754,0.6181289475918347,0.6046308564607901,0.5250316562452028,0.5675854597462864,0.5724469817853065
CX98,40.58934,-13.071102,0.6042865127836015,0.6016781244250202,0.5867348782025243,0.6401324333612247,0.6153094396570813,0.5850945964609893,0.5984309140235137,0.6147013810123246
CX99,40.83934,-13.071102,NA,NA,NA,NA,NA,NA,NA,NA
CY116,45.08934,-13.321102,NA,NA,NA,NA,NA,NA,NA,NA
CY117,45.33934,-13.321102,NA,NA,NA,NA,NA,NA,NA,NA
CY127,47.83934,-13.321102,NA,NA,NA,NA,NA,NA,NA,NA
CY128,48.08934,-13.321102,0.6039136097322717,0.593243053621943,0.5397540109323397,0.5816967503729344,0.5883811798048532,0.5591022856353927,0.535925187330458,0.5621807471978165
CY129,48.33934,-13.321102,0.7275770194525366,0.7075428393929892,0.671751603295246,0.7263810897818879,0.6872562391618485,0.6611727771775939,0.6767446055662475,0.7168814439783306
