HH_ID,Sensitivity,Adaptation capacity,Subsistence,Demography,Culture,Health,Learning,Assets,Flexibility,Agency,Organization
NMG238,0.2473108,0.415071577,0.084648667,0.019770133,0.066816,0.076076,0.086442583,0.021353787,0.038347667,0.164171429,0.104756111
NMG185,0.4614159,0.418675419,0.107556167,0.042691733,0.08294,0.228228,0.075421694,0.032442879,0.027028,0.150146429,0.133636417
NMG239,0.2801388,0.398292749,0.084648667,0.019770133,0.099644,0.076076,0.080932139,0.019299793,0.040885167,0.150146429,0.107029222
NMG167,0.470952705,0.434945892,0.112673733,0.042911771,0.0871392,0.228228,0.096231667,0.041801959,0.0565935,0.111228571,0.129090194
NMG218,0.395081767,0.434479978,0.107556167,0.0164768,0.1949728,0.076076,0.096231667,0.032442879,0.046786667,0.129928571,0.129090194
NMG241,0.266813467,0.395271744,0.084648667,0.0064448,0.099644,0.076076,0.080932139,0.021353787,0.035810167,0.150146429,0.107029222
NMG143,0.373874833,0.468648232,0.135581233,0.0557992,0.1064184,0.076076,0.059383083,0.037693971,0.094607667,0.150146429,0.126817083
NMG142,0.436731633,0.487970432,0.135581233,0.0493544,0.099644,0.152152,0.062261486,0.032442879,0.111756333,0.150146429,0.131363306
NMG166,0.503718633,0.333387093,0.157086233,0.0329156,0.1615648,0.152152,0.021549056,0.032442879,0.039444833,0.138185714,0.101764611
NMG221,0.294533133,0.434326198,0.102164333,0.0661808,0.050112,0.076076,0.083071458,0.032442879,0.108121667,0.0816,0.129090194
NMG162,0.5949366,0.345549873,0.165495,0.0458432,0.1553704,0.228228,0.032569944,0.030388884,0.0565935,0.101453571,0.124543972
NMG186,0.488780167,0.350033599,0.107556167,0.053352,0.099644,0.228228,0.075421694,0.029245782,0.0481545,0.150146429,0.047065194
NMG245,0.551970324,0.402919638,0.084648667,0.071891657,0.066816,0.328614,0.075421694,0.035963959,0.013514,0.164171429,0.113848556
NMG164,0.5058595,0.361885214,0.1425875,0.0229216,0.1881984,0.152152,0.032569944,0.030388884,0.023393333,0.146442857,0.129090194
NMG211,0.3526988,0.452961251,0.11968,0.0064448,0.050112,0.176462,0.056751042,0.040658857,0.108121667,0.122885714,0.124543972
NMG243,0.243932133,0.381360595,0.084648667,0.033095467,0.050112,0.076076,0.06991125,0.023407782,0.027371167,0.155914286,0.104756111
NMG170,0.509103367,0.395705571,0.107556167,0.053352,0.1199672,0.228228,0.107780472,0.024550884,0.0638725,0.076560714,0.122941
NMG168,0.561866,0.388652641,0.11968,0.0264328,0.0871392,0.328614,0.147409417,0.026604879,0.0160515,0.102971429,0.095615417
NMR254,0.4068448,0.405286542,0.11968,0.0193344,0.0396024,0.228228,0.045730153,0.017295989,0.06757,0.150146429,0.124543972
NMR255,0.4157881,0.428469684,0.1210825,0.0429096,0.099644,0.152152,0.088581903,0.03510938,0.036907333,0.150146429,0.117724639
NMR257,0.539450767,0.479710306,0.129061167,0.0293664,0.1527952,0.228228,0.068299847,0.060448463,0.0773865,0.135392857,0.138182639
NMR256,0.5022698,0.396993302,0.141185,0.0128896,0.1199672,0.228228,0.051240597,0.036550868,0.0430795,0.137032143,0.129090194
NMR263,0.5037047,0.420607134,0.1425875,0.0264708,0.1064184,0.228228,0.062754208,0.092874017,0.027028,0.108860714,0.129090194
NMR264,0.285763867,0.415421586,0.084648667,0.0353248,0.0897144,0.076076,0.054611722,0.058301896,0.073814667,0.117117857,0.111575444
NMR258,0.425004967,0.470921712,0.107556167,0.0229216,0.2184512,0.076076,0.06991125,0.032442879,0.083631167,0.1513,0.133636417
NMT194,0.356590733,0.370194544,0.102164333,0.0193344,0.08294,0.152152,0.046222875,0.032442879,0.025930833,0.150146429,0.115451528
NMT216,0.492039033,0.591213628,0.125071833,0.0557992,0.08294,0.228228,0.062261486,0.106604011,0.0836215,0.170060714,0.168665917
NMT191,0.415248467,0.3861324,0.106153667,0.0064448,0.050112,0.252538,0.068792569,0.032766862,0.063935333,0.102242857,0.118394778
NMT195,0.456251267,0.401054313,0.102164333,0.026214933,0.099644,0.228228,0.064400806,0.030388884,0.027028,0.150146429,0.129090194
NMT192,0.365206133,0.440684227,0.123669333,0.0064448,0.08294,0.152152,0.075421694,0.038604862,0.063935333,0.133632143,0.129090194
NMT222,0.4527864,0.422170066,0.084648667,0.032659733,0.08294,0.252538,0.06991125,0.058301896,0.036907333,0.165932143,0.091117444
NMT213,0.4390652,0.586380759,0.084648667,0.019770133,0.1064184,0.228228,0.094092347,0.094928011,0.12267,0.150146429,0.124543972
NMT209,0.342889467,0.416827042,0.084648667,0.0064448,0.099644,0.152152,0.094092347,0.033909965,0.009879333,0.174189286,0.104756111
NMT148,0.472277767,0.441715794,0.107556167,0.0493544,0.0871392,0.228228,0.083071458,0.059460355,0.0430795,0.127014286,0.129090194
NMT210,0.342889467,0.399603519,0.084648667,0.0064448,0.099644,0.152152,0.094092347,0.033909965,0.009879333,0.150146429,0.111575444
NMT151,0.5208452,0.459026587,0.084648667,0.019770133,0.1881984,0.228228,0.067771931,0.06619389,0.040542,0.155428571,0.129090194
NMT140,0.320125767,0.591687733,0.107556167,0.0493544,0.0871392,0.076076,0.083071458,0.104550017,0.110659167,0.127014286,0.166392806
NMT225,0.441115367,0.535575505,0.107556167,0.0557992,0.049532,0.228228,0.053379917,0.062085901,0.128905,0.166660714,0.124543972
NMT193,0.5059881,0.432213007,0.129061167,0.029802133,0.1949728,0.152152,0.096231667,0.030388884,0.025930833,0.150571429,0.129090194
NMT198,0.481886967,0.461701071,0.107556167,0.0464588,0.099644,0.228228,0.080932139,0.046888821,0.074849,0.154275,0.104756111
NMT199,0.4652303,0.463594498,0.107556167,0.029802133,0.099644,0.228228,0.06991125,0.090820022,0.013514,0.162532143,0.126817083
NMT219,0.266924967,0.387701984,0.107556167,0.0164768,0.066816,0.076076,0.094092347,0.021353787,0.027371167,0.140128571,0.104756111
NMT144,0.4591703,0.497698833,0.107556167,0.036246933,0.0871392,0.228228,0.100130708,0.091144006,0.0701075,0.127014286,0.109302333
NMT141,0.603033467,0.498607903,0.084648667,0.0064448,0.08294,0.429,0.118949681,0.093198,0.054056,0.125375,0.107029222
NMT146,0.482745967,0.398194757,0.125071833,0.029802133,0.099644,0.228228,0.075914417,0.058301896,0.027028,0.125375,0.111575444
NMT197,0.487643667,0.341077025,0.130463667,0.0329536,0.1720744,0.152152,0.056751042,0.030388884,0.023393333,0.101453571,0.129090194
,0.455052582,0.416852536,0.121071285,0.040913689,0.111913567,0.181154041,0.075838918,0.046042039,0.044937758,0.133508226,0.116525596
