ID,sea_level_245_2050,sea_level_370_2050,sea_level_585_2050,TC,tc_245_2050,tc_370_2050,tc_585_2050
DO85,0.3635336481312689,0.4790542441774451,0.5970153238014136,3,0.2795134776411615,0.2795134776411615,0.2795134776411615
DO86,0.3739554328741844,0.48467714641007004,0.6039944299352301,2,0.24370977937394744,0.24370977937394744,0.24370977937394744
DO87,0.3823922752390071,0.49132787557971247,0.6117071882675342,2,0.24370977937394744,0.24370977937394744,0.24370977937394744
DO88,0.3899514095900911,0.49851436097042096,0.620366688156074,6,0.41273128322567415,0.41273128322567415,0.41273128322567415
DO89,0.3978384955512679,0.5052009406071365,0.6318586231297536,6,0.41273128322567415,0.41273128322567415,0.41273128322567415
DO90,0.4054646720220668,0.5137661552354341,0.6449734814805002,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DO91,0.4123351150508923,0.5221999830115094,0.6616938306265256,5,0.3720849079497224,0.3720849079497224,0.3720849079497224
DO92,0.4186838400640521,0.5288828782892175,0.6773079409661307,8,0.48545572694731154,0.48545572694731154,0.48545572694731154
DP110,0.34588814905242254,0.48367978187170624,0.5867460759989517,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DP111,0.3228410456625788,0.47446654216673534,0.5813906442286225,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
DP112,0.3014420448073764,0.4677494789879922,0.575073214326002,7,0.4467177551405332,0.4467177551405332,0.4467177551405332
