ID,TC,tc_245_2050,tc_370_2050,tc_585_2050
DO136,8,0.485455727,0.485455727,0.485455727
DO85,3,0.279513478,0.279513478,0.279513478
DO86,2,0.243709779,0.243709779,0.243709779
DO87,2,0.243709779,0.243709779,0.243709779
DO88,6,0.412731283,0.412731283,0.412731283
DO89,6,0.412731283,0.412731283,0.412731283
DO90,5,0.372084908,0.372084908,0.372084908
DO91,5,0.372084908,0.372084908,0.372084908
DO92,8,0.485455727,0.485455727,0.485455727
DP110,7,0.446717755,0.446717755,0.446717755
DP111,7,0.446717755,0.446717755,0.446717755
DP112,7,0.446717755,0.446717755,0.446717755
DP113,7,0.446717755,0.446717755,0.446717755
DP133,7,0.446717755,0.446717755,0.446717755
DP134,11,0.615661473,0.615661473,0.615661473
DP135,11,0.615661473,0.615661473,0.615661473
DP82,3,0.279513478,0.279513478,0.279513478
DP83,3,0.279513478,0.279513478,0.279513478
DP84,10,0.559961862,0.559961862,0.559961862
DP85,10,0.559961862,0.559961862,0.559961862
DP86,14,0.706519155,0.706519155,0.706519155
DP87,14,0.706519155,0.706519155,0.706519155
DP88,19,0.817644093,0.817644093,0.817644093
DP89,19,0.817644093,0.817644093,0.817644093
DQ111,7,0.446717755,0.446717755,0.446717755
DQ112,7,0.446717755,0.446717755,0.446717755
DQ113,7,0.446717755,0.446717755,0.446717755
DQ133,7,0.446717755,0.446717755,0.446717755
DQ134,11,0.615661473,0.615661473,0.615661473
DQ135,11,0.615661473,0.615661473,0.615661473
DQ82,3,0.279513478,0.279513478,0.279513478
DQ83,3,0.279513478,0.279513478,0.279513478
DQ84,10,0.559961862,0.559961862,0.559961862
DQ85,10,0.559961862,0.559961862,0.559961862
DQ86,14,0.706519155,0.706519155,0.706519155
DQ87,14,0.706519155,0.706519155,0.706519155
DR111,6,0.412731283,0.412731283,0.412731283
DR112,5,0.372084908,0.372084908,0.372084908
DR113,5,0.372084908,0.372084908,0.372084908
DR132,9,0.524818318,0.524818318,0.524818318
DR133,9,0.524818318,0.524818318,0.524818318
DR134,11,0.615661473,0.615661473,0.615661473
DR82,4,0.323185981,0.323185981,0.323185981
DR83,4,0.323185981,0.323185981,0.323185981
DR84,2,0.243709779,0.243709779,0.243709779
DR85,2,0.243709779,0.243709779,0.243709779
DS111,6,0.412731283,0.412731283,0.412731283
DS112,5,0.372084908,0.372084908,0.372084908
DS113,5,0.372084908,0.372084908,0.372084908
DS132,9,0.524818318,0.524818318,0.524818318
DS133,9,0.524818318,0.524818318,0.524818318
DS134,11,0.615661473,0.615661473,0.615661473
DS81,3,0.279513478,0.279513478,0.279513478
DS82,4,0.323185981,0.323185981,0.323185981
DS83,4,0.323185981,0.323185981,0.323185981
DS84,2,0.243709779,0.243709779,0.243709779
DT111,9,0.524818318,0.524818318,0.524818318
DT112,4,0.323185981,0.323185981,0.323185981
DT113,4,0.323185981,0.323185981,0.323185981
DT114,6,0.412731283,0.412731283,0.412731283
DT79,5,0.372084908,0.372084908,0.372084908
DT80,2,0.243709779,0.243709779,0.243709779
DT81,2,0.243709779,0.243709779,0.243709779
DT82,0,0,0,0
DT83,0,0,0,0
DU111,9,0.524818318,0.524818318,0.524818318
DU112,4,0.323185981,0.323185981,0.323185981
DU113,4,0.323185981,0.323185981,0.323185981
DU114,6,0.412731283,0.412731283,0.412731283
DU78,5,0.372084908,0.372084908,0.372084908
DU79,5,0.372084908,0.372084908,0.372084908
DU80,2,0.243709779,0.243709779,0.243709779
DU81,2,0.243709779,0.243709779,0.243709779
DU82,0,0,0,0
DV112,20,0.892184406,0.892184406,0.892184406
DV113,20,0.892184406,0.892184406,0.892184406
DV114,5,0.372084908,0.372084908,0.372084908
DV77,5,0.372084908,0.372084908,0.372084908
DV78,4,0.323185981,0.323185981,0.323185981
DV79,4,0.323185981,0.323185981,0.323185981
DV80,5,0.372084908,0.372084908,0.372084908
DV81,5,0.372084908,0.372084908,0.372084908
DV82,7,0.446717755,0.446717755,0.446717755
DW112,20,0.892184406,0.892184406,0.892184406
DW113,20,0.892184406,0.892184406,0.892184406
DW114,5,0.372084908,0.372084908,0.372084908
DW115,5,0.372084908,0.372084908,0.372084908
DW189,7,0.446717755,0.446717755,0.446717755
DW190,8,0.485455727,0.485455727,0.485455727
DW73,3,0.279513478,0.279513478,0.279513478
DW74,3,0.279513478,0.279513478,0.279513478
DW75,3,0.279513478,0.279513478,0.279513478
DW76,5,0.372084908,0.372084908,0.372084908
DW77,5,0.372084908,0.372084908,0.372084908
DW78,4,0.323185981,0.323185981,0.323185981
DW79,4,0.323185981,0.323185981,0.323185981
DW80,5,0.372084908,0.372084908,0.372084908
DX112,10,0.559961862,0.559961862,0.559961862
DX113,10,0.559961862,0.559961862,0.559961862
DX114,11,0.615661473,0.615661473,0.615661473
DX115,11,0.615661473,0.615661473,0.615661473
DX131,11,0.615661473,0.615661473,0.615661473
DX188,13,0.67866837,0.67866837,0.67866837
DX189,13,0.67866837,0.67866837,0.67866837
DX190,11,0.615661473,0.615661473,0.615661473
DX191,11,0.615661473,0.615661473,0.615661473
DX73,3,0.279513478,0.279513478,0.279513478
DX74,3,0.279513478,0.279513478,0.279513478
DX75,3,0.279513478,0.279513478,0.279513478
DX76,1,0.207377029,0.207377029,0.207377029
DX77,1,0.207377029,0.207377029,0.207377029
DX78,4,0.323185981,0.323185981,0.323185981
DX79,4,0.323185981,0.323185981,0.323185981
DY112,10,0.559961862,0.559961862,0.559961862
DY113,10,0.559961862,0.559961862,0.559961862
DY114,11,0.615661473,0.615661473,0.615661473
DY115,11,0.615661473,0.615661473,0.615661473
DY130,11,0.615661473,0.615661473,0.615661473
DY131,11,0.615661473,0.615661473,0.615661473
DY132,17,0.775393374,0.775393374,0.775393374
DY165,7,0.446717755,0.446717755,0.446717755
DY166,7,0.446717755,0.446717755,0.446717755
DY167,7,0.446717755,0.446717755,0.446717755
DY188,13,0.67866837,0.67866837,0.67866837
DY189,13,0.67866837,0.67866837,0.67866837
DY190,11,0.615661473,0.615661473,0.615661473
DY191,11,0.615661473,0.615661473,0.615661473
DY73,3,0.279513478,0.279513478,0.279513478
DY74,3,0.279513478,0.279513478,0.279513478
DY75,3,0.279513478,0.279513478,0.279513478
DY76,1,0.207377029,0.207377029,0.207377029
DY77,1,0.207377029,0.207377029,0.207377029
DY78,4,0.323185981,0.323185981,0.323185981
DZ112,7,0.446717755,0.446717755,0.446717755
DZ113,7,0.446717755,0.446717755,0.446717755
DZ114,15,0.735874825,0.735874825,0.735874825
DZ115,15,0.735874825,0.735874825,0.735874825
DZ130,15,0.735874825,0.735874825,0.735874825
DZ131,15,0.735874825,0.735874825,0.735874825
DZ132,17,0.775393374,0.775393374,0.775393374
DZ164,4,0.323185981,0.323185981,0.323185981
DZ165,4,0.323185981,0.323185981,0.323185981
DZ166,2,0.243709779,0.243709779,0.243709779
DZ167,2,0.243709779,0.243709779,0.243709779
DZ168,11,0.615661473,0.615661473,0.615661473
DZ189,12,0.66177566,0.66177566,0.66177566
DZ190,11,0.615661473,0.615661473,0.615661473
DZ73,5,0.372084908,0.372084908,0.372084908
DZ74,4,0.323185981,0.323185981,0.323185981
DZ75,4,0.323185981,0.323185981,0.323185981
DZ76,5,0.372084908,0.372084908,0.372084908
E108,0,0,0,0
E109,0,0,0,0
E110,0,0,0,0
E111,0,0,0,0
E119,0,0,0,0
E123,0,0,0,0
E124,0,0,0,0
E125,0,0,0,0
E126,0,0,0,0
E127,0,0,0,0
E130,0,0,0,0
E131,0,0,0,0
E132,0,0,0,0
E133,0,0,0,0
E134,0,0,0,0
E135,0,0,0,0
E136,0,0,0,0
E139,0,0,0,0
E140,0,0,0,0
E141,0,0,0,0
EA111,10,0.559961862,0.559961862,0.559961862
EA112,7,0.446717755,0.446717755,0.446717755
EA113,7,0.446717755,0.446717755,0.446717755
EA114,15,0.735874825,0.735874825,0.735874825
EA130,15,0.735874825,0.735874825,0.735874825
EA131,15,0.735874825,0.735874825,0.735874825
EA164,4,0.323185981,0.323185981,0.323185981
EA165,4,0.323185981,0.323185981,0.323185981
EA166,2,0.243709779,0.243709779,0.243709779
EA167,2,0.243709779,0.243709779,0.243709779
EA168,11,0.615661473,0.615661473,0.615661473
EA73,5,0.372084908,0.372084908,0.372084908
EA74,4,0.323185981,0.323185981,0.323185981
EA75,4,0.323185981,0.323185981,0.323185981
EA76,5,0.372084908,0.372084908,0.372084908
EB111,16,0.760608197,0.760608197,0.760608197
EB112,6,0.412731283,0.412731283,0.412731283
EB113,6,0.412731283,0.412731283,0.412731283
EB114,9,0.524818318,0.524818318,0.524818318
EB164,7,0.446717755,0.446717755,0.446717755
EB165,7,0.446717755,0.446717755,0.446717755
EB166,5,0.372084908,0.372084908,0.372084908
EB167,5,0.372084908,0.372084908,0.372084908
EB168,7,0.446717755,0.446717755,0.446717755
EB73,3,0.279513478,0.279513478,0.279513478
EB74,4,0.323185981,0.323185981,0.323185981
EB75,4,0.323185981,0.323185981,0.323185981
EB76,2,0.243709779,0.243709779,0.243709779
EB77,2,0.243709779,0.243709779,0.243709779
EC110,16,0.760608197,0.760608197,0.760608197
EC111,16,0.760608197,0.760608197,0.760608197
EC112,6,0.412731283,0.412731283,0.412731283
EC113,6,0.412731283,0.412731283,0.412731283
EC128,22,1,1,1
EC129,22,1,1,1
EC130,18,0.785340107,0.785340107,0.785340107
EC156,7,0.446717755,0.446717755,0.446717755
EC157,7,0.446717755,0.446717755,0.446717755
EC158,10,0.559961862,0.559961862,0.559961862
EC165,7,0.446717755,0.446717755,0.446717755
EC166,5,0.372084908,0.372084908,0.372084908
EC167,5,0.372084908,0.372084908,0.372084908
EC74,4,0.323185981,0.323185981,0.323185981
EC75,4,0.323185981,0.323185981,0.323185981
EC76,2,0.243709779,0.243709779,0.243709779
EC77,2,0.243709779,0.243709779,0.243709779
ED109,3,0.279513478,0.279513478,0.279513478
ED110,8,0.485455727,0.485455727,0.485455727
ED111,8,0.485455727,0.485455727,0.485455727
ED112,9,0.524818318,0.524818318,0.524818318
ED128,3,0.279513478,0.279513478,0.279513478
ED129,3,0.279513478,0.279513478,0.279513478
ED130,6,0.412731283,0.412731283,0.412731283
ED156,4,0.323185981,0.323185981,0.323185981
ED157,4,0.323185981,0.323185981,0.323185981
ED158,5,0.372084908,0.372084908,0.372084908
ED159,5,0.372084908,0.372084908,0.372084908
ED160,8,0.485455727,0.485455727,0.485455727
ED75,6,0.412731283,0.412731283,0.412731283
ED76,2,0.243709779,0.243709779,0.243709779
ED77,2,0.243709779,0.243709779,0.243709779
EE109,3,0.279513478,0.279513478,0.279513478
EE110,8,0.485455727,0.485455727,0.485455727
EE111,8,0.485455727,0.485455727,0.485455727
EE112,9,0.524818318,0.524818318,0.524818318
EE129,3,0.279513478,0.279513478,0.279513478
EE130,6,0.412731283,0.412731283,0.412731283
EE156,4,0.323185981,0.323185981,0.323185981
EE157,4,0.323185981,0.323185981,0.323185981
EE158,5,0.372084908,0.372084908,0.372084908
EE159,5,0.372084908,0.372084908,0.372084908
EE160,8,0.485455727,0.485455727,0.485455727
EE75,6,0.412731283,0.412731283,0.412731283
EE76,2,0.243709779,0.243709779,0.243709779
EE77,2,0.243709779,0.243709779,0.243709779
EE78,1,0.207377029,0.207377029,0.207377029
EF108,6,0.412731283,0.412731283,0.412731283
EF109,6,0.412731283,0.412731283,0.412731283
EF110,9,0.524818318,0.524818318,0.524818318
EF111,9,0.524818318,0.524818318,0.524818318
EF156,8,0.485455727,0.485455727,0.485455727
EF157,8,0.485455727,0.485455727,0.485455727
EF158,6,0.412731283,0.412731283,0.412731283
EF159,6,0.412731283,0.412731283,0.412731283
EF160,3,0.279513478,0.279513478,0.279513478
EF75,4,0.323185981,0.323185981,0.323185981
EF76,8,0.485455727,0.485455727,0.485455727
EF77,8,0.485455727,0.485455727,0.485455727
EF78,4,0.323185981,0.323185981,0.323185981
EF79,4,0.323185981,0.323185981,0.323185981
EG108,6,0.412731283,0.412731283,0.412731283
EG109,6,0.412731283,0.412731283,0.412731283
EG110,9,0.524818318,0.524818318,0.524818318
EG76,8,0.485455727,0.485455727,0.485455727
EG77,8,0.485455727,0.485455727,0.485455727
EG78,4,0.323185981,0.323185981,0.323185981
EG79,4,0.323185981,0.323185981,0.323185981
EH108,10,0.559961862,0.559961862,0.559961862
EH109,10,0.559961862,0.559961862,0.559961862
EH110,9,0.524818318,0.524818318,0.524818318
EH76,4,0.323185981,0.323185981,0.323185981
EH77,4,0.323185981,0.323185981,0.323185981
EH78,4,0.323185981,0.323185981,0.323185981
EH79,4,0.323185981,0.323185981,0.323185981
EH96,11,0.615661473,0.615661473,0.615661473
EH97,11,0.615661473,0.615661473,0.615661473
EH98,14,0.706519155,0.706519155,0.706519155
EI108,10,0.559961862,0.559961862,0.559961862
EI109,10,0.559961862,0.559961862,0.559961862
EI110,9,0.524818318,0.524818318,0.524818318
EI76,4,0.323185981,0.323185981,0.323185981
EI77,4,0.323185981,0.323185981,0.323185981
EI78,4,0.323185981,0.323185981,0.323185981
EI79,4,0.323185981,0.323185981,0.323185981
EI96,11,0.615661473,0.615661473,0.615661473
EI97,11,0.615661473,0.615661473,0.615661473
EI98,14,0.706519155,0.706519155,0.706519155
EJ108,8,0.485455727,0.485455727,0.485455727
EJ109,8,0.485455727,0.485455727,0.485455727
EJ110,9,0.524818318,0.524818318,0.524818318
EJ76,3,0.279513478,0.279513478,0.279513478
EJ77,3,0.279513478,0.279513478,0.279513478
EJ78,1,0.207377029,0.207377029,0.207377029
EJ79,1,0.207377029,0.207377029,0.207377029
EJ96,3,0.279513478,0.279513478,0.279513478
EJ97,3,0.279513478,0.279513478,0.279513478
EJ98,8,0.485455727,0.485455727,0.485455727
EK108,8,0.485455727,0.485455727,0.485455727
EK109,8,0.485455727,0.485455727,0.485455727
EK110,9,0.524818318,0.524818318,0.524818318
EK111,9,0.524818318,0.524818318,0.524818318
EK77,3,0.279513478,0.279513478,0.279513478
EK78,1,0.207377029,0.207377029,0.207377029
EK79,1,0.207377029,0.207377029,0.207377029
EL108,11,0.615661473,0.615661473,0.615661473
EL109,11,0.615661473,0.615661473,0.615661473
EL110,2,0.243709779,0.243709779,0.243709779
EL111,2,0.243709779,0.243709779,0.243709779
EL126,6,0.412731283,0.412731283,0.412731283
EL127,6,0.412731283,0.412731283,0.412731283
EL128,4,0.323185981,0.323185981,0.323185981
EL77,1,0.207377029,0.207377029,0.207377029
EL78,5,0.372084908,0.372084908,0.372084908
EL79,5,0.372084908,0.372084908,0.372084908
EM109,11,0.615661473,0.615661473,0.615661473
EM110,2,0.243709779,0.243709779,0.243709779
EM111,2,0.243709779,0.243709779,0.243709779
EM112,4,0.323185981,0.323185981,0.323185981
EM125,5,0.372084908,0.372084908,0.372084908
EM126,6,0.412731283,0.412731283,0.412731283
EM127,6,0.412731283,0.412731283,0.412731283
EM128,4,0.323185981,0.323185981,0.323185981
EM76,1,0.207377029,0.207377029,0.207377029
EM77,1,0.207377029,0.207377029,0.207377029
EM78,5,0.372084908,0.372084908,0.372084908
EM79,5,0.372084908,0.372084908,0.372084908
EN109,10,0.559961862,0.559961862,0.559961862
EN110,9,0.524818318,0.524818318,0.524818318
EN111,9,0.524818318,0.524818318,0.524818318
EN112,5,0.372084908,0.372084908,0.372084908
EN125,1,0.207377029,0.207377029,0.207377029
EN126,3,0.279513478,0.279513478,0.279513478
EN127,3,0.279513478,0.279513478,0.279513478
EN76,4,0.323185981,0.323185981,0.323185981
EN77,4,0.323185981,0.323185981,0.323185981
EN78,1,0.207377029,0.207377029,0.207377029
EN79,1,0.207377029,0.207377029,0.207377029
EO109,10,0.559961862,0.559961862,0.559961862
EO110,9,0.524818318,0.524818318,0.524818318
EO111,9,0.524818318,0.524818318,0.524818318
EO125,1,0.207377029,0.207377029,0.207377029
EO126,3,0.279513478,0.279513478,0.279513478
EO127,3,0.279513478,0.279513478,0.279513478
EO76,4,0.323185981,0.323185981,0.323185981
EO77,4,0.323185981,0.323185981,0.323185981
EO78,1,0.207377029,0.207377029,0.207377029
EO79,1,0.207377029,0.207377029,0.207377029
EP109,11,0.615661473,0.615661473,0.615661473
EP110,6,0.412731283,0.412731283,0.412731283
EP111,6,0.412731283,0.412731283,0.412731283
EP124,3,0.279513478,0.279513478,0.279513478
EP125,3,0.279513478,0.279513478,0.279513478
EP126,2,0.243709779,0.243709779,0.243709779
EP127,2,0.243709779,0.243709779,0.243709779
EP76,0,0,0,0
EP77,0,0,0,0
EP78,3,0.279513478,0.279513478,0.279513478
EP79,3,0.279513478,0.279513478,0.279513478
EQ109,11,0.615661473,0.615661473,0.615661473
EQ110,6,0.412731283,0.412731283,0.412731283
EQ111,6,0.412731283,0.412731283,0.412731283
EQ112,6,0.412731283,0.412731283,0.412731283
EQ124,3,0.279513478,0.279513478,0.279513478
EQ125,3,0.279513478,0.279513478,0.279513478
EQ126,2,0.243709779,0.243709779,0.243709779
EQ75,1,0.207377029,0.207377029,0.207377029
EQ76,0,0,0,0
EQ77,0,0,0,0
EQ78,3,0.279513478,0.279513478,0.279513478
EQ79,3,0.279513478,0.279513478,0.279513478
ER109,10,0.559961862,0.559961862,0.559961862
ER110,8,0.485455727,0.485455727,0.485455727
ER111,8,0.485455727,0.485455727,0.485455727
ER112,7,0.446717755,0.446717755,0.446717755
ER123,1,0.207377029,0.207377029,0.207377029
ER124,6,0.412731283,0.412731283,0.412731283
ER125,6,0.412731283,0.412731283,0.412731283
ER126,5,0.372084908,0.372084908,0.372084908
ER73,1,0.207377029,0.207377029,0.207377029
ER74,1,0.207377029,0.207377029,0.207377029
ER75,1,0.207377029,0.207377029,0.207377029
ER76,0,0,0,0
ER77,0,0,0,0
ER78,1,0.207377029,0.207377029,0.207377029
ES110,8,0.485455727,0.485455727,0.485455727
ES111,8,0.485455727,0.485455727,0.485455727
ES112,7,0.446717755,0.446717755,0.446717755
ES113,7,0.446717755,0.446717755,0.446717755
ES121,1,0.207377029,0.207377029,0.207377029
ES122,1,0.207377029,0.207377029,0.207377029
ES123,1,0.207377029,0.207377029,0.207377029
ES124,6,0.412731283,0.412731283,0.412731283
ES125,6,0.412731283,0.412731283,0.412731283
ES70,1,0.207377029,0.207377029,0.207377029
ES71,1,0.207377029,0.207377029,0.207377029
ES72,1,0.207377029,0.207377029,0.207377029
ES73,1,0.207377029,0.207377029,0.207377029
ES74,1,0.207377029,0.207377029,0.207377029
ES75,1,0.207377029,0.207377029,0.207377029
ES76,0,0,0,0
ES77,0,0,0,0
ET111,5,0.372084908,0.372084908,0.372084908
ET112,5,0.372084908,0.372084908,0.372084908
ET113,5,0.372084908,0.372084908,0.372084908
ET114,3,0.279513478,0.279513478,0.279513478
ET115,3,0.279513478,0.279513478,0.279513478
ET116,2,0.243709779,0.243709779,0.243709779
ET118,0,0,0,0
ET119,0,0,0,0
ET120,2,0.243709779,0.243709779,0.243709779
ET121,2,0.243709779,0.243709779,0.243709779
ET122,5,0.372084908,0.372084908,0.372084908
ET123,5,0.372084908,0.372084908,0.372084908
ET124,5,0.372084908,0.372084908,0.372084908
ET125,5,0.372084908,0.372084908,0.372084908
ET68,0,0,0,0
ET69,0,0,0,0
ET70,0,0,0,0
ET71,0,0,0,0
ET72,0,0,0,0
ET73,0,0,0,0
ET74,0,0,0,0
ET75,0,0,0,0
EU111,5,0.372084908,0.372084908,0.372084908
EU112,5,0.372084908,0.372084908,0.372084908
EU113,5,0.372084908,0.372084908,0.372084908
EU114,3,0.279513478,0.279513478,0.279513478
EU115,3,0.279513478,0.279513478,0.279513478
EU116,2,0.243709779,0.243709779,0.243709779
EU117,2,0.243709779,0.243709779,0.243709779
EU118,0,0,0,0
EU119,0,0,0,0
EU120,2,0.243709779,0.243709779,0.243709779
EU121,2,0.243709779,0.243709779,0.243709779
EU122,5,0.372084908,0.372084908,0.372084908
EU123,5,0.372084908,0.372084908,0.372084908
EU124,5,0.372084908,0.372084908,0.372084908
EU66,1,0.207377029,0.207377029,0.207377029
EU67,1,0.207377029,0.207377029,0.207377029
EU68,0,0,0,0
EU69,0,0,0,0
EU70,0,0,0,0
EU71,0,0,0,0
EU72,0,0,0,0
EV113,4,0.323185981,0.323185981,0.323185981
EV114,10,0.559961862,0.559961862,0.559961862
EV115,10,0.559961862,0.559961862,0.559961862
EV116,4,0.323185981,0.323185981,0.323185981
EV117,4,0.323185981,0.323185981,0.323185981
EV118,6,0.412731283,0.412731283,0.412731283
EV119,6,0.412731283,0.412731283,0.412731283
EV120,6,0.412731283,0.412731283,0.412731283
EV121,6,0.412731283,0.412731283,0.412731283
EV66,2,0.243709779,0.243709779,0.243709779
EV67,2,0.243709779,0.243709779,0.243709779
EV68,0,0,0,0
EV69,0,0,0,0
EV70,0,0,0,0
EW115,10,0.559961862,0.559961862,0.559961862
EW116,4,0.323185981,0.323185981,0.323185981
EW117,4,0.323185981,0.323185981,0.323185981
EW118,6,0.412731283,0.412731283,0.412731283
EW119,6,0.412731283,0.412731283,0.412731283
EW65,0,0,0,0
EW66,2,0.243709779,0.243709779,0.243709779
EW67,2,0.243709779,0.243709779,0.243709779
EW68,0,0,0,0
EW69,0,0,0,0
EX65,2,0.243709779,0.243709779,0.243709779
EX66,0,0,0,0
EX67,0,0,0,0
EX68,0,0,0,0
EX69,0,0,0,0
EY65,2,0.243709779,0.243709779,0.243709779
EY66,0,0,0,0
EY67,0,0,0,0
EY68,0,0,0,0
EZ66,0,0,0,0
EZ67,0,0,0,0
EZ68,0,0,0,0
F109,0,0,0,0
F110,0,0,0,0
F111,0,0,0,0
F116,0,0,0,0
F117,0,0,0,0
F118,0,0,0,0
F119,0,0,0,0
F120,0,0,0,0
F122,0,0,0,0
F123,0,0,0,0
F124,0,0,0,0
F125,0,0,0,0
F126,0,0,0,0
F127,0,0,0,0
F131,0,0,0,0
F132,0,0,0,0
F139,0,0,0,0
F140,0,0,0,0
F141,0,0,0,0
FA66,0,0,0,0
FA67,0,0,0,0
FA68,0,0,0,0
FB66,0,0,0,0
FB67,0,0,0,0
FB68,0,0,0,0
FC65,4,0.323185981,0.323185981,0.323185981
FC66,0,0,0,0
FC67,0,0,0,0
FC68,0,0,0,0
FD65,13,0.67866837,0.67866837,0.67866837
FD66,0,0,0,0
FD67,0,0,0,0
FD68,1,0.207377029,0.207377029,0.207377029
FE65,13,0.67866837,0.67866837,0.67866837
FE66,0,0,0,0
FE67,0,0,0,0
FF65,3,0.279513478,0.279513478,0.279513478
FF66,0,0,0,0
FF67,0,0,0,0
FG1,0,0,0,0
FG2,0,0,0,0
FG64,3,0.279513478,0.279513478,0.279513478
FG65,3,0.279513478,0.279513478,0.279513478
FG66,0,0,0,0
FG67,0,0,0,0
FH1,0,0,0,0
FH2,0,0,0,0
FH3,0,0,0,0
FH63,0,0,0,0
FH64,4,0.323185981,0.323185981,0.323185981
FH65,4,0.323185981,0.323185981,0.323185981
FH66,3,0.279513478,0.279513478,0.279513478
FI1,0,0,0,0
FI2,0,0,0,0
FI3,0,0,0,0
FI4,0,0,0,0
FI61,0,0,0,0
FI62,0,0,0,0
FI63,0,0,0,0
FI64,4,0.323185981,0.323185981,0.323185981
FI65,4,0.323185981,0.323185981,0.323185981
FI66,3,0.279513478,0.279513478,0.279513478
FJ1,0,0,0,0
FJ2,0,0,0,0
FJ3,0,0,0,0
FJ4,0,0,0,0
FJ60,0,0,0,0
FJ61,0,0,0,0
FJ62,0,0,0,0
FJ63,0,0,0,0
FJ64,1,0.207377029,0.207377029,0.207377029
FJ65,1,0.207377029,0.207377029,0.207377029
FK2,0,0,0,0
FK3,0,0,0,0
FK4,0,0,0,0
FK5,0,0,0,0
FK60,0,0,0,0
FK61,0,0,0,0
FK62,0,0,0,0
FK63,0,0,0,0
FL2,0,0,0,0
FL3,0,0,0,0
FL4,0,0,0,0
FL5,0,0,0,0
FL59,0,0,0,0
FL60,0,0,0,0
FL61,0,0,0,0
FL62,0,0,0,0
FM3,0,0,0,0
FM4,0,0,0,0
FM5,0,0,0,0
FM58,0,0,0,0
FM59,0,0,0,0
FM60,0,0,0,0
FM61,0,0,0,0
FN3,0,0,0,0
FN4,0,0,0,0
FN5,0,0,0,0
FN58,0,0,0,0
FN59,0,0,0,0
FN6,0,0,0,0
FN60,0,0,0,0
FN61,0,0,0,0
FO3,0,0,0,0
FO4,0,0,0,0
FO5,0,0,0,0
FO57,0,0,0,0
FO58,0,0,0,0
FO59,0,0,0,0
FO6,0,0,0,0
FO60,0,0,0,0
FP4,0,0,0,0
FP5,0,0,0,0
FP56,0,0,0,0
FP57,0,0,0,0
FP58,0,0,0,0
FP59,0,0,0,0
FP6,0,0,0,0
FP7,0,0,0,0
FQ4,0,0,0,0
FQ5,0,0,0,0
FQ56,0,0,0,0
FQ57,0,0,0,0
FQ58,0,0,0,0
FQ59,0,0,0,0
FQ6,0,0,0,0
FQ7,0,0,0,0
FR5,0,0,0,0
FR55,0,0,0,0
FR56,0,0,0,0
FR57,0,0,0,0
FR58,0,0,0,0
FR6,0,0,0,0
FR7,0,0,0,0
FR8,0,0,0,0
FS53,0,0,0,0
FS54,0,0,0,0
FS55,0,0,0,0
FS56,0,0,0,0
FS57,0,0,0,0
FS6,0,0,0,0
FS7,0,0,0,0
FS8,0,0,0,0
FS9,0,0,0,0
FT10,0,0,0,0
FT52,0,0,0,0
FT53,0,0,0,0
FT54,0,0,0,0
FT55,0,0,0,0
FT56,0,0,0,0
FT6,0,0,0,0
FT7,0,0,0,0
FT8,0,0,0,0
FT9,0,0,0,0
FU10,0,0,0,0
FU51,0,0,0,0
FU52,0,0,0,0
FU53,0,0,0,0
FU54,0,0,0,0
FU55,0,0,0,0
FU7,0,0,0,0
FU8,0,0,0,0
FU9,0,0,0,0
FV10,0,0,0,0
FV50,0,0,0,0
FV51,0,0,0,0
FV52,0,0,0,0
FV53,0,0,0,0
FV54,0,0,0,0
FV8,0,0,0,0
FV9,0,0,0,0
FW10,0,0,0,0
FW49,0,0,0,0
FW50,0,0,0,0
FW51,0,0,0,0
FW52,0,0,0,0
FW53,0,0,0,0
FW8,0,0,0,0
FW9,0,0,0,0
FX10,0,0,0,0
FX47,0,0,0,0
FX48,0,0,0,0
FX49,0,0,0,0
FX50,0,0,0,0
FX51,0,0,0,0
FX52,0,0,0,0
FX6,0,0,0,0
FX7,0,0,0,0
FX8,0,0,0,0
FX9,0,0,0,0
FY10,0,0,0,0
FY46,0,0,0,0
FY47,0,0,0,0
FY48,0,0,0,0
FY49,0,0,0,0
FY50,0,0,0,0
FY51,0,0,0,0
FY6,0,0,0,0
FY7,0,0,0,0
FY8,0,0,0,0
FY9,0,0,0,0
FZ44,0,0,0,0
FZ45,0,0,0,0
FZ46,0,0,0,0
FZ47,0,0,0,0
FZ48,0,0,0,0
FZ49,0,0,0,0
FZ6,0,0,0,0
FZ7,0,0,0,0
FZ8,0,0,0,0
FZ9,0,0,0,0
G113,0,0,0,0
G114,0,0,0,0
G115,0,0,0,0
G116,0,0,0,0
G117,0,0,0,0
G118,0,0,0,0
G119,0,0,0,0
G120,0,0,0,0
G123,0,0,0,0
G124,0,0,0,0
G139,0,0,0,0
G140,0,0,0,0
G141,0,0,0,0
G142,0,0,0,0
GA10,0,0,0,0
GA42,0,0,0,0
GA43,0,0,0,0
GA44,0,0,0,0
GA45,0,0,0,0
GA46,0,0,0,0
GA47,0,0,0,0
GA48,0,0,0,0
GA6,0,0,0,0
GA7,0,0,0,0
GA8,0,0,0,0
GA9,0,0,0,0
GB10,0,0,0,0
GB37,0,0,0,0
GB38,0,0,0,0
GB39,0,0,0,0
GB40,0,0,0,0
GB41,0,0,0,0
GB42,0,0,0,0
GB43,0,0,0,0
GB44,0,0,0,0
GB45,0,0,0,0
GB46,0,0,0,0
GB7,0,0,0,0
GB8,0,0,0,0
