ID,CoralExt,seagrassExt,mangroveExt,Cropland,Nb_sp,FRic,FDiv,FEve,FDis,FSpe,FOri,std_corals,std_seagrass,std_mangrove,std_cropcover,std_Nb_sp,std_FRic,std_FDiv,std_FEve,evspsbl_245_2050,evspsbl_370_2050,evspsbl_585_2050,npp_245_2050,npp_370_2050,npp_585_2050,pH_trend_245_2050,pH_trend_370_2050,pH_trend_585_2050,tap_trend_245_2050,tap_trend_370_2050,tap_trend_585_2050,sst_trend_245_2050,sst_trend_370_2050,sst_trend_585_2050,ts_trend_245_2050,ts_trend_370_2050,ts_trend_585_2050,cdd_245_2050,cdd_370_2050,cdd_585_2050,r10p_245_2050,r10p_370_2050,r10p_585_2050,sst90p_245_2050,sst90p_370_2050,sst90p_585_2050,ts90p_245_2050,ts90p_370_2050,ts90p_585_2050,sea_level_245_2050,sea_level_370_2050,sea_level_585_2050,TC,tc_245_2050,tc_370_2050,tc_585_2050,hzd.mn.ssp245.2050,hzd.mn.ssp370.2050,hzd.mn.ssp585.2050,exp.mn.wioo,hzd.sd.ssp245.2050,hzd.sd.ssp370.2050,hzd.sd.ssp585.2050,exp.sd.wioo,wgts.Exp,wgts.ssp245.2050,wgts.ssp370.2050,wgts.ssp585.2050,imp.ssp245.2050,imp.ssp370.2050,imp.ssp585.2050
A137,NA,NA,NA,NA,172,0.900872,0.865315,0.632159,0.687539,0.632707,0.146009,NA,NA,NA,NA,0.4276045581914555,0.900872,0.865315,0.632159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.748737,NA,NA,NA,0.22084076445896494,3.390393081795028,NA,NA,NA,NA,NA,NA
A138,NA,NA,NA,NA,172,0.900872,0.865315,0.632159,0.687539,0.632707,0.146009,NA,NA,NA,NA,0.4276045581914555,0.900872,0.865315,0.632159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.748737,NA,NA,NA,0.22084076445896494,3.390393081795028,NA,NA,NA,NA,NA,NA
A139,NA,NA,NA,NA,172,0.900872,0.865315,0.632159,0.687539,0.632707,0.146009,NA,NA,NA,NA,0.4276045581914555,0.900872,0.865315,0.632159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.748737,NA,NA,NA,0.22084076445896494,3.390393081795028,NA,NA,NA,NA,NA,NA
A140,NA,NA,NA,NA,173,0.900872,0.865443,0.62906,0.687666,0.632224,0.145165,NA,NA,NA,NA,0.4316888849447501,0.900872,0.865443,0.62906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.7472515,NA,NA,NA,0.21951550532032726,3.4040943891848356,NA,NA,NA,NA,NA,NA
A141,NA,NA,NA,NA,174,0.900872,0.86499,0.62906,0.687294,0.631369,0.145949,NA,NA,NA,NA,0.43411187296818077,0.900872,0.86499,0.62906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.747025,NA,NA,NA,0.21839528286695034,3.420518017575951,NA,NA,NA,NA,NA,NA
AA129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4827088774972714,0.4710517061486604,0.5857697293072383,0.559795696254405,0.5282326231143045,0.7050655545355102,NA,NA,NA,0.6801833091517504,0.6467542682304694,0.768131186650851,NA,NA,NA,0.47345717925815484,0.5904465878476893,0.708197570930488,0.6786107556053874,0.6808186361226755,0.6821004011866842,0.36875237378725884,0.30409976433958175,0.1922530772895584,NA,NA,NA,0.41210476637027654,0.438471869773405,0.4771721771642344,0.29526806655637705,0.4793048651215204,0.6073781752325361,0,0,0,0,0.47345717925815484,0.4793048651215204,0.6073781752325361,NA,0.20985412073700965,0.20681305481733975,0.2619375584370686,NA,NA,2.256125243551896,2.3175754816099463,2.3187899393147196,NA,NA,NA
AA130,NA,NA,NA,NA,168,0.898714,0.863339,0.631769,0.688494,0.63197,0.150387,NA,NA,NA,NA,0.40797781321869236,0.898714,0.863339,0.631769,0.39409037859183127,0.46050746653672364,0.5655217294478236,0.5280895766180589,0.5099644154505497,0.6734230271100738,NA,NA,NA,0.6843803423392865,0.6549460874685977,0.7743510692290243,NA,NA,NA,0.4556861600400301,0.5831859390980764,0.7049320098076475,0.6740211955671451,0.6770600664742698,0.6776777693901989,0.38894298235260905,0.31437875114487496,0.2062157597591368,NA,NA,NA,0.38802935633323254,0.4140164801802348,0.457513115443788,0.314295627882567,0.4872913221708,0.6214847149882369,0,0,0,0,0.39409037859183127,0.4872913221708,0.6214847149882369,0.747554,0.20535362925973127,0.20563602497580588,0.257980526177034,0.2281070653725507,3.2772066870400285,1.9190816349945574,2.3696787672691704,2.409037318428273,0.617013602230561,0.6383364593654841,0.6941434161402777
AA131,NA,NA,NA,NA,168,0.898714,0.863339,0.631769,0.688494,0.63197,0.150387,NA,NA,NA,NA,0.40797781321869236,0.898714,0.863339,0.631769,0.41540793390102315,0.40528387789723935,0.7423201617654859,0.4921432107045641,0.4788874234424093,0.6325689045309666,NA,NA,NA,0.6863735948084244,0.6596427337462012,0.7791437605984809,NA,NA,NA,0.439090523155787,0.5729808289897955,0.6949044724053675,0.6667566346765493,0.6722359439134872,0.6719410702864045,0.3722835322449282,0.33544484427673393,0.2116271277472909,NA,NA,NA,0.3622772883173916,0.3925363530682699,0.3967577467345065,0.33491102665025163,0.49721428264437784,0.6385670832074413,0,0,0,0,0.41540793390102315,0.4788874234424093,0.6385670832074413,0.747554,0.20207361210183128,0.20381030923664992,0.2685178461275606,0.2281070653725507,3.2772066870400285,2.055725780225505,2.349672228240229,2.3781178510723167,0.61951914580462,0.6353642047158934,0.7017239630832808
AA132,NA,NA,NA,NA,168,0.898714,0.863339,0.631769,0.688494,0.63197,0.150387,NA,NA,NA,NA,0.40797781321869236,0.898714,0.863339,0.631769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43263152096263957,0.5574956960979716,0.6895135389548134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3390750023346985,0.34576782932977407,0.3895165856276389,0.3502552441707633,0.5070599186302946,0.6594030845911696,0,0,0,0,0.3446651232527309,0.4264138739800344,0.5244598351094043,0.747554,0.19159077421491114,0.2518025349578604,0.31959714911115283,0.2281070653725507,3.2772066870400285,1.7989651363176458,1.6934455169460287,1.6410028580292568,0.6047725756708487,0.6381451569745549,0.6731167156914967
AB129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4355695880676824,0.4346344115583951,0.6557169063630596,0.5522093448152643,0.5056105726777935,0.7217670985350576,NA,NA,NA,0.679237108054512,0.6519079918846562,0.7811544134588476,NA,NA,NA,0.46711183967389247,0.5785040842275466,0.6989315430130735,0.6716469452216871,0.6749243532945818,0.6761398209327867,0.36338423191434904,0.31437875114487496,0.23120842519023016,NA,NA,NA,0.39116277688889534,0.40594091197047516,0.4172642795756421,0.31182874145328976,0.4846148366682446,0.6176077247609929,0,0,0,0,0.4355695880676824,0.4846148366682446,0.6557169063630596,NA,0.20665966527073434,0.20470473320714347,0.2636320514669397,NA,NA,2.1076661839022375,2.367384618204486,2.487242741216117,NA,NA,NA
AB130,NA,NA,NA,NA,169,0.89926,0.863606,0.626771,0.687986,0.632429,0.147486,NA,NA,NA,NA,0.41295318451493723,0.89926,0.863606,0.626771,0.3995854233998172,0.4286422788609768,0.7298322434444446,0.5242377104328668,0.48679940631611934,0.6973203819330456,NA,NA,NA,0.6860388049767252,0.6591121666404473,0.7933812226195369,NA,NA,NA,0.4486909318465241,0.5676497324724665,0.6941909998727617,0.6645231399890669,0.669032686308951,0.6707690110390221,0.36875237378725884,0.31903583227317633,0.22410103143049057,NA,NA,NA,0.3767274902199803,0.39725738772022495,0.39957037508820287,0.3307185360090747,0.4936838161935934,0.6331735028532646,0,0,0,0,0.3995854233998172,0.48679940631611934,0.6707690110390221,0.7451885,0.2035627567651407,0.20359414939302564,0.2705602307575053,0.2267363772410302,3.286585545149791,1.962959382893583,2.3910284640664394,2.479185537213011,0.6159573359146827,0.6363724239512205,0.7131893591941476
AB131,NA,NA,NA,NA,168,0.898714,0.863522,0.629878,0.688494,0.632234,0.148369,NA,NA,NA,NA,0.40797781321869236,0.898714,0.863522,0.629878,NA,NA,NA,NA,NA,NA,NA,0.4904155303592085,NA,NA,NA,NA,NA,0.5205926100981126,NA,0.43326325554234274,0.5560731344681294,0.6875071703521223,NA,NA,NA,NA,NA,NA,NA,0.6866336730312883,NA,0.35289127850181834,0.3663173327041672,0.3896036437797735,0.34732236425890733,0.5027238038659231,0.6511434649990454,0,0,0,0,0.35010682138036286,0.5027238038659231,0.5203735543894095,0.7467,0.19295047552287287,0.2183423504776562,0.3171378287166951,0.22834239541320409,3.270089194995024,1.8144905858957587,2.3024566822063623,1.6408435300673905,0.6051711775513267,0.6458942578011916,0.6710796841141686
AC128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3876616244986749,0.40842210529095824,0.5352805988822047,0.5724753751567064,0.4934069159324111,0.7616068758448595,NA,NA,NA,0.6728279573616787,0.6499210906937389,0.7781593104920729,NA,NA,NA,0.47522260764001173,0.5867460759989517,0.7002514848501068,0.6713535636575728,0.6752270027126857,0.6755304599586633,0.35847061861265767,0.32580066312818723,0.2861095473892336,NA,NA,NA,0.39617300418053863,0.4115662684687015,0.43072718804026555,0.30774307278970015,0.4822444636544215,0.6122345344100905,0,0,0,0,0.39617300418053863,0.4822444636544215,0.6122345344100905,NA,0.20837878007597205,0.20415052323958202,0.25554026801942864,NA,NA,1.9012156805798528,2.3622004783621384,2.3958436733092197,NA,NA,NA
AC129,NA,NA,NA,NA,169,0.904154,0.865388,0.632409,0.685595,0.631242,0.151104,NA,NA,NA,NA,0.41295318451493723,0.904154,0.865388,0.632409,0.397223386236426,0.40369712680394176,0.7184556348724729,0.5455089200171741,0.48214360286235663,0.7429346379576984,NA,NA,NA,0.680500515483045,0.6577954868498314,0.8038935672713002,NA,NA,NA,0.45770838511818795,0.5688484247440122,0.6929555607205531,0.6631478765173077,0.667889203202035,0.6693202961003154,0.34594164177313114,0.30409976433958175,0.24695961002229389,NA,NA,NA,0.38785347769479883,0.39330402656645236,0.3952500885230706,0.326926441735706,0.4905833694242284,0.62720759086748,0,0,0,0,0.397223386236426,0.48214360286235663,0.6693202961003154,0.7488985,0.20499601337044024,0.2048977059789846,0.2712623930984597,0.2279919078550098,3.284759126083799,1.937712737460017,2.3530941967296006,2.4674275282138844,0.6184152029727242,0.6375619035220775,0.7147630550381792
AC130,NA,NA,NA,NA,170,0.904154,0.866033,0.629339,0.685958,0.631163,0.150215,NA,NA,NA,NA,0.41640718917953234,0.904154,0.866033,0.629339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44209666677789833,0.5511758357303156,0.6860296435166069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3725976352654254,0.3762533457980357,0.38000412160925606,0.3446792837321135,0.5,0.6445286469970011,0,0,0,0,0.35863845949876944,0.43812667289901785,0.5122663843031285,0.7476860000000001,0.19752256526546452,0.24897982853205422,0.31567443122170036,0.22700969542121316,3.2936302505171846,1.8156834841465828,1.7596874232026891,1.6227680598665917,0.609431191131345,0.6398899559342215,0.6699804503475087
AC131,NA,NA,NA,NA,168,0.89926,0.86423,0.630164,0.687728,0.63181,0.148863,NA,NA,NA,NA,0.40797781321869236,0.89926,0.86423,0.630164,NA,NA,NA,NA,NA,NA,NA,0.49537944999135647,NA,NA,NA,NA,0.3369621159334304,0.3898350943889394,0.5637818435049631,0.42543351016794584,0.5367302952106637,0.6814167541377165,NA,NA,NA,NA,NA,NA,0.37480330747796514,0.40559890626786194,0.40559890626786194,0.33817750996654217,0.3707336167086198,0.38348192903066175,0.3588659967864551,0.5099752005500424,0.6646917933403522,0,0,0,0,0.3485217533764986,0.40559890626786194,0.48469037488641253,0.747197,0.15324659997656995,0.18242607586166681,0.25356992038840837,0.2286404741546152,3.2679996958662603,2.2742543940928184,2.2233603631063494,1.9114663685029478,0.5836013010781141,0.6088896128390097,0.6503197197595428
AD127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4690438003431356,0.4513778898194056,0.5959492155959122,0.6293341218498401,0.5549219509722905,0.7486841132307641,NA,NA,NA,0.667605048869711,0.6446044386232492,0.7689882239358975,NA,NA,NA,0.4774233727084882,0.582585855956454,0.6985579551926236,0.6728279573616787,0.676752482833309,0.6758347307668042,0.35847061861265767,0.2584698916766746,0.27461817651101456,NA,NA,NA,0.4091639780505857,0.41838575116705423,0.4280228969980545,0.304736701086041,0.479868497937624,0.6072073632937546,0,0,0,0,0.4690438003431356,0.479868497937624,0.6072073632937546,NA,0.21316294153191712,0.21181374017482216,0.255284372823421,NA,NA,2.200400299284222,2.2655211014241132,2.378552813782131,NA,NA,NA
AD128,NA,NA,NA,NA,171,0.905502,0.864845,0.633888,0.687192,0.633533,0.150413,NA,NA,NA,NA,0.42150376748244595,0.905502,0.864845,0.633888,0.3912819947537367,0.4125374476806022,0.6850406629470094,0.6634216887016688,0.547285076701867,0.8218436253561043,NA,NA,NA,0.6722359439134872,0.6546901725141786,0.7958585885500885,NA,NA,NA,0.4641688018535487,0.5749283261825181,0.693836327274265,0.6636961172994879,0.6687457766816804,0.6684595626379918,0.34594164177313114,0.2928984860887585,0.31903583227317633,NA,NA,NA,0.3882050414857945,0.39575411271079985,0.408147820700165,0.32224377323207476,0.4879129924109212,0.6216718790999447,0,0,0,0,0.3912819947537367,0.4879129924109212,0.6684595626379918,0.7493665,0.2166736818716237,0.2084939333580127,0.2664471515695809,0.22447737307027382,3.338271870124776,1.8058584290156943,2.3401783665959606,2.5087885484991874,0.6236601347846928,0.6416174105787404,0.7146518941270347
AD129,NA,NA,NA,NA,170,0.905502,0.865063,0.632409,0.686511,0.63247,0.151104,NA,NA,NA,NA,0.41640718917953234,0.905502,0.865063,0.632409,0.404227387420719,0.39464702345719554,0.7909910746067723,0.6280590867132163,0.5232421332728918,0.7875552095023963,NA,NA,NA,0.6853723473345258,0.662874676957598,0.8320932413183133,NA,NA,NA,0.44975537884733163,0.5589247947270104,0.6888400203427983,0.6544347651018604,0.6599088651759429,0.6607106915168866,0.3544630000264088,0.31903583227317633,0.31903583227317633,NA,NA,NA,0.37356882104753014,0.39012501362923657,0.3927072526201915,0.34147524274439284,0.49770957495653256,0.6398441018405409,0,0,0,0,0.404227387420719,0.49770957495653256,0.6607106915168866,0.7487360000000001,0.2113776766146295,0.20462545151544312,0.2764436212599727,0.22684530997984093,3.300645713444717,1.9123466294772506,2.4322955491143796,2.3900377534685164,0.6223556332637249,0.6422338698751274,0.7117661330659898
AD130,NA,NA,NA,NA,169,0.904154,0.865388,0.632409,0.685595,0.631242,0.151104,NA,NA,NA,NA,0.41295318451493723,0.904154,0.865388,0.632409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436469357265181,0.5393084720035797,0.6832991151886658,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3652931446657916,0.3715215092576043,0.3865281460769595,0.3569061425794578,0.5067500038998556,0.6583998392459011,0,0,0,0,0.3610996436226247,0.43913575657872994,0.5224639926614303,0.7488985,0.196382551023372,0.24718021272349344,0.3178573102880777,0.2279919078550098,3.284759126083799,1.8387562527367787,1.7765813522863432,1.6437060773839536,0.6097230473575183,0.640168665295716,0.6733797004394455
AE127,NA,NA,NA,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10346337146518775,NA,NA,NA,NA,0.4479407823854391,0.4470391284813959,0.669608610681546,0.5998734855764961,0.528661937268902,0.7117384684622654,NA,NA,NA,0.6687457766816804,0.6506626803728698,0.7771882092241166,NA,NA,NA,0.46500222889012216,0.5700526750947664,0.6933068613314345,0.6650776415719342,0.6701873729466536,0.6670387689490457,0.35847061861265767,0.2928984860887585,0.30409976433958175,NA,NA,NA,0.39583797274981447,0.3938986830131686,0.4171143111184743,0.3204303294273828,0.4868559903135543,0.6189808753289473,0,0,0,0,0.4479407823854391,0.4868559903135543,0.6670387689490457,NA,0.20783430060064148,0.20646826707014826,0.25268069775616436,NA,NA,2.1552784169450834,2.3580184849817303,2.6398485316545024,NA,NA,NA
AE128,NA,NA,NA,NA,173.5,0.905502,0.8636125,0.630856,0.6916065,0.635888,0.149539,NA,NA,NA,NA,0.4335751706606051,0.905502,0.8636125,0.630856,0.3992238749297647,0.4182438494541773,0.8114338534331089,0.6170200665828094,0.512778126118143,0.741104807376349,NA,NA,NA,0.6734230271100738,0.6588477243102758,0.8147164529035364,NA,NA,NA,0.45293001400915434,0.5618723956019399,0.6886723872310564,0.6557169063630596,0.6601755663419494,0.6591121666404473,0.35847061861265767,0.31903583227317633,0.32580066312818723,NA,NA,NA,0.3769167145527987,0.3811110577869841,0.4030651944730917,0.34009191146531337,0.4957900806596409,0.6363621984664101,0,0,0,0,0.3992238749297647,0.4957900806596409,0.6591121666404473,0.74723425,0.20843719257700083,0.20357823794379648,0.2706490099101435,0.2194552927741459,3.404949776121471,1.9153197660838934,2.435378583031639,2.435302338106742,0.6219490280978797,0.6423836821582137,0.7104885904895945
