src,nbr,src_x,src_y,nbr_x,nbr_y,EucDist
DH125,BE103,4636178.93475812,-1916182.958129128,4191941.134903733,-225154.9733916079,1748405.8075815537
DI123,BE103,4583735.819523033,-1946648.0331493157,4191941.134903733,-225154.9733916079,1765514.494330163
ET70,BE103,3166536.246336458,-3061784.023094869,4191941.134903733,-225154.9733916079,3016275.7750441344
EW66,BE103,3060416.50042287,-3150977.3855284094,4191941.134903733,-225154.9733916079,3137002.516065147
EX67,BE103,3079833.897776967,-3180661.2325394778,4191941.134903733,-225154.9733916079,3157815.661930247
BF100,BF98,4116421.103968294,-256059.28990770542,4066329.996272895,-256059.28990770542,50091.10769539885
BF101,BF98,4141466.6578159924,-256059.28990770527,4066329.996272895,-256059.28990770542,75136.66154309735
BG99,BF98,4090953.2652706616,-286961.7381616283,4066329.996272895,-256059.28990770542,39512.86732474313
BK95,BF98,3988664.5459936955,-410548.3365296979,4066329.996272895,-256059.28990770542,172912.65914687383
BK96,BF98,4013694.231175273,-410548.33652969793,4066329.996272895,-256059.28990770542,163209.6482858296
BO94,BF98,3960785.341904585,-534086.9912775034,4066329.996272895,-256059.28990770542,297387.0824274311
BP93,BF98,3934949.91904119,-564962.4706218361,4066329.996272895,-256059.28990770542,335681.2472401694
BQ92,BF98,3909078.9103666004,-595833.8245278371,4066329.996272895,-256059.28990770542,374399.03631691675
BR92,BF98,3908168.297188433,-626700.8270671035,4066329.996272895,-256059.28990770542,402976.7637534023
BR94,BF98,3958158.5030009835,-626700.8270671034,4066329.996272895,-256059.28990770542,386103.8992610105
BR95,BF98,3983153.6059072586,-626700.8270671035,4066329.996272895,-256059.28990770542,379859.7912153091
DC127,BF98,4702040.822193813,-1763649.9654936127,4066329.996272895,-256059.28990770542,1636141.161179752
DC128,BF98,4726612.862842023,-1763649.9654936127,4066329.996272895,-256059.28990770542,1645844.1934151354
DH123,BF98,4587211.427598146,-1916182.9581291282,4066329.996272895,-256059.28990770542,1739921.8543625441
DH124,BF98,4611695.181178133,-1916182.9581291277,4066329.996272895,-256059.28990770542,1747407.731096459
DH125,BF98,4636178.93475812,-1916182.958129128,4066329.996272895,-256059.28990770542,1755203.2379418884
DI123,BF98,4583735.819523033,-1946648.0331493157,4066329.996272895,-256059.28990770542,1767992.953806208
ET70,BF98,3166536.246336458,-3061784.023094869,4066329.996272895,-256059.28990770542,2946475.873113991
EW66,BF98,3060416.50042287,-3150977.3855284094,4066329.996272895,-256059.28990770542,3064704.34813628
EX67,BF98,3079833.897776967,-3180661.2325394778,4066329.996272895,-256059.28990770542,3086498.1897278386
BF100,BF99,4116421.103968294,-256059.28990770542,4091375.5501205935,-256059.28990770542,25045.553847700357
BF101,BF99,4141466.6578159924,-256059.28990770527,4091375.5501205935,-256059.28990770542,50091.10769539885
BG99,BF99,4090953.2652706616,-286961.7381616283,4091375.5501205935,-256059.28990770542,30905.333400254138
BK95,BF99,3988664.5459936955,-410548.3365296979,4091375.5501205935,-256059.28990770542,185516.61891843495
BK96,BF99,4013694.231175273,-410548.33652969793,4091375.5501205935,-256059.28990770542,172919.78729820586
BO94,BF99,3960785.341904585,-534086.9912775034,4091375.5501205935,-256059.28990770542,307169.6684421724
BP93,BF99,3934949.91904119,-564962.4706218361,4091375.5501205935,-256059.28990770542,346251.5748901319
BQ92,BF99,3909078.9103666004,-595833.8245278371,4091375.5501205935,-256059.28990770542,385588.89927217073
BR92,BF99,3908168.297188433,-626700.8270671035,4091375.5501205935,-256059.28990770542,413448.96492170607
BR94,BF99,3958158.5030009835,-626700.8270671034,4091375.5501205935,-256059.28990770542,393855.21541697247
BR95,BF99,3983153.6059072586,-626700.8270671035,4091375.5501205935,-256059.28990770542,386118.03671571164
DC127,BF99,4702040.822193813,-1763649.9654936127,4091375.5501205935,-256059.28990770542,1626573.6133448835
DC128,BF99,4726612.862842023,-1763649.9654936127,4091375.5501205935,-256059.28990770542,1635957.239229411
DH123,BF99,4587211.427598146,-1916182.9581291282,4091375.5501205935,-256059.28990770542,1732588.759972454
DH124,BF99,4611695.181178133,-1916182.9581291277,4091375.5501205935,-256059.28990770542,1739753.7504637847
DH125,BF99,4636178.93475812,-1916182.958129128,4091375.5501205935,-256059.28990770542,1747232.4750019547
DI123,BF99,4583735.819523033,-1946648.0331493157,4091375.5501205935,-256059.28990770542,1760826.2076824305
ET70,BF99,3166536.246336458,-3061784.023094869,4091375.5501205935,-256059.28990770542,2954220.5429253425
EW66,BF99,3060416.50042287,-3150977.3855284094,4091375.5501205935,-256059.28990770542,3073016.0010168897
EX67,BF99,3079833.897776967,-3180661.2325394778,4091375.5501205935,-256059.28990770542,3094594.1635813266
BF100,BF100,4116421.103968294,-256059.28990770542,4116421.103968294,-256059.28990770542,0
BF101,BF100,4141466.6578159924,-256059.28990770527,4116421.103968294,-256059.28990770542,25045.553847698495
BG99,BF100,4090953.2652706616,-286961.7381616283,4116421.103968294,-256059.28990770542,40044.626556068666
BK95,BF100,3988664.5459936955,-410548.3365296979,4116421.103968294,-256059.28990770542,200470.95458367298
BK96,BF100,4013694.231175273,-410548.33652969793,4116421.103968294,-256059.28990770542,185525.40505280034
BO94,BF100,3960785.341904585,-534086.9912775034,4116421.103968294,-256059.28990770542,318625.00398136536
BP93,BF100,3934949.91904119,-564962.4706218361,4116421.103968294,-256059.28990770542,358263.82180476177
BQ92,BF100,3909078.9103666004,-595833.8245278371,4116421.103968294,-256059.28990770542,398042.1078527864
BR92,BF100,3908168.297188433,-626700.8270671035,4116421.103968294,-256059.28990770542,425140.4245653095
BR94,BF100,3958158.5030009835,-626700.8270671034,4116421.103968294,-256059.28990770542,403016.37675511336
BR95,BF100,3983153.6059072586,-626700.8270671035,4116421.103968294,-256059.28990770542,393872.2827355709
DC127,BF100,4702040.822193813,-1763649.9654936127,4116421.103968294,-256059.28990770542,1617337.3486963406
DC128,BF100,4726612.862842023,-1763649.9654936127,4116421.103968294,-256059.28990770542,1626395.90128326
DH123,BF100,4587211.427598146,-1916182.9581291282,4116421.103968294,-256059.28990770542,1725588.0512487483
DH124,BF100,4611695.181178133,-1916182.9581291277,4116421.103968294,-256059.28990770542,1732428.0664272928
DH125,BF100,4636178.93475812,-1916182.958129128,4116421.103968294,-256059.28990770542,1739585.8117541363
