src,nbr,src_x,src_y,nbr_x,nbr_y,EucDist
BK95,DI122,3988664.5459936955,-410548.3365296979,4559270.616631844,-1946648.0331493155,1638656.0242479169
BK96,DI122,4013694.231175273,-410548.33652969793,4559270.616631844,-1946648.0331493155,1630109.1590205661
BO94,DI122,3960785.341904585,-534086.9912775034,4559270.616631844,-1946648.0331493155,1534116.4626844153
BP93,DI122,3934949.91904119,-564962.4706218361,4559270.616631844,-1946648.0331493155,1516189.739820501
BQ92,DI122,3909078.9103666004,-595833.8245278371,4559270.616631844,-1946648.0331493155,1499149.185741626
BR92,DI122,3908168.297188433,-626700.8270671035,4559270.616631844,-1946648.0331493155,1471799.8699649444
BR94,DI122,3958158.5030009835,-626700.8270671034,4559270.616631844,-1946648.0331493155,1450378.0196893492
BR95,DI122,3983153.6059072586,-626700.8270671035,4559270.616631844,-1946648.0331493155,1440198.4019191486
DC127,DI122,4702040.822193813,-1763649.9654936127,4559270.616631844,-1946648.0331493155,232102.6160169849
DC128,DI122,4726612.862842023,-1763649.9654936127,4559270.616631844,-1946648.0331493155,247975.24096649134
DH123,DI122,4587211.427598146,-1916182.9581291282,4559270.616631844,-1946648.0331493155,41337.751673745464
DH124,DI122,4611695.181178133,-1916182.9581291277,4559270.616631844,-1946648.0331493155,60633.78401397757
DH125,DI122,4636178.93475812,-1916182.958129128,4559270.616631844,-1946648.0331493155,82722.48904015249
DI123,DI122,4583735.819523033,-1946648.0331493157,4559270.616631844,-1946648.0331493155,24465.202891188674
ET70,DI122,3166536.246336458,-3061784.023094869,4559270.616631844,-1946648.0331493155,1784162.9136023247
EW66,DI122,3060416.50042287,-3150977.3855284094,4559270.616631844,-1946648.0331493155,1922751.375159678
EX67,DI122,3079833.897776967,-3180661.2325394778,4559270.616631844,-1946648.0331493155,1926530.9707775863
BF100,DI123,4116421.103968294,-256059.28990770542,4583735.819523033,-1946648.0331493157,1753987.839795149
BF101,DI123,4141466.6578159924,-256059.28990770527,4583735.819523033,-1946648.0331493157,1747481.7052468092
BG99,DI123,4090953.2652706616,-286961.7381616283,4583735.819523033,-1946648.0331493157,1731298.1382608393
BK95,DI123,3988664.5459936955,-410548.3365296979,4583735.819523033,-1946648.0331493157,1647334.8471196464
BK96,DI123,4013694.231175273,-410548.33652969793,4583735.819523033,-1946648.0331493157,1638459.5479904038
BO94,DI123,3960785.341904585,-534086.9912775034,4583735.819523033,-1946648.0331493157,1543825.117874117
BP93,DI123,3934949.91904119,-564962.4706218361,4583735.819523033,-1946648.0331493157,1526426.5912125986
BQ92,DI123,3909078.9103666004,-595833.8245278371,4583735.819523033,-1946648.0331493157,1509920.8493448198
BR92,DI123,3908168.297188433,-626700.8270671035,4583735.819523033,-1946648.0331493157,1482785.252178328
BR94,DI123,3958158.5030009835,-626700.8270671034,4583735.819523033,-1946648.0331493157,1460687.3744204014
BR95,DI123,3983153.6059072586,-626700.8270671035,4583735.819523033,-1946648.0331493157,1450158.4817377243
DC127,DI123,4702040.822193813,-1763649.9654936127,4583735.819523033,-1946648.0331493157,217909.07833923417
DC128,DI123,4726612.862842023,-1763649.9654936127,4583735.819523033,-1946648.0331493157,232168.34899119646
DH123,DI123,4587211.427598146,-1916182.9581291282,4583735.819523033,-1946648.0331493157,30662.691458471894
DH124,DI123,4611695.181178133,-1916182.9581291277,4583735.819523033,-1946648.0331493157,41350.29262467646
DH125,DI123,4636178.93475812,-1916182.958129128,4583735.819523033,-1946648.0331493157,60649.82383771886
DI123,DI123,4583735.819523033,-1946648.0331493157,4583735.819523033,-1946648.0331493157,0
ET70,DI123,3166536.246336458,-3061784.023094869,4583735.819523033,-1946648.0331493157,1803325.513131797
EW66,DI123,3060416.50042287,-3150977.3855284094,4583735.819523033,-1946648.0331493157,1941883.3479242853
EX67,DI123,3079833.897776967,-3180661.2325394778,4583735.819523033,-1946648.0331493157,1945381.5991986387
BF100,DI124,4116421.103968294,-256059.28990770542,4608201.022414219,-1946648.0331493155,1760664.018761651
BF101,DI124,4141466.6578159924,-256059.28990770527,4608201.022414219,-1946648.0331493155,1753833.3061816785
BG99,DI124,4090953.2652706616,-286961.7381616283,4608201.022414219,-1946648.0331493155,1738419.926266377
BK95,DI124,3988664.5459936955,-410548.3365296979,4608201.022414219,-1946648.0331493155,1656329.5938823407
BK96,DI124,4013694.231175273,-410548.33652969793,4608201.022414219,-1946648.0331493155,1647131.0217417763
BO94,DI124,3960785.341904585,-534086.9912775034,4608201.022414219,-1946648.0331493155,1553858.346305651
BP93,DI124,3934949.91904119,-564962.4706218361,4608201.022414219,-1946648.0331493155,1536984.7240261948
BQ92,DI124,3909078.9103666004,-595833.8245278371,4608201.022414219,-1946648.0331493155,1521009.7809572406
BR92,DI124,3908168.297188433,-626700.8270671035,4608201.022414219,-1946648.0331493155,1494090.5070414168
BR94,DI124,3958158.5030009835,-626700.8270671034,4608201.022414219,-1946648.0331493155,1471331.3372212746
BR95,DI124,3983153.6059072586,-626700.8270671035,4608201.022414219,-1946648.0331493155,1460460.5094716744
DC127,DI124,4702040.822193813,-1763649.9654936127,4608201.022414219,-1946648.0331493155,205655.53916293007
DC128,DI124,4726612.862842023,-1763649.9654936127,4608201.022414219,-1946648.0331493155,217967.10008444183
DH123,DI124,4587211.427598146,-1916182.9581291282,4608201.022414219,-1946648.0331493155,36995.727949704575
DH124,DI124,4611695.181178133,-1916182.9581291277,4608201.022414219,-1946648.0331493155,30664.799713239743
DH125,DI124,4636178.93475812,-1916182.958129128,4608201.022414219,-1946648.0331493155,41362.83809301164
DI123,DI124,4583735.819523033,-1946648.0331493157,4608201.022414219,-1946648.0331493155,24465.20289118588
ET70,DI124,3166536.246336458,-3061784.023094869,4608201.022414219,-1946648.0331493155,1822615.0451083165
EW66,DI124,3060416.50042287,-3150977.3855284094,4608201.022414219,-1946648.0331493155,1961133.8851587456
EX67,DI124,3079833.897776967,-3180661.2325394778,4608201.022414219,-1946648.0331493155,1964356.037978117
BF100,DI134,4116421.103968294,-256059.28990770542,4852853.051326102,-1946648.0331493157,1844023.4032854517
BF101,DI134,4141466.6578159924,-256059.28990770527,4852853.051326102,-1946648.0331493157,1834164.9052488625
BG99,DI134,4090953.2652706616,-286961.7381616283,4852853.051326102,-1946648.0331493157,1826211.8939929402
BK95,DI134,3988664.5459936955,-410548.3365296979,4852853.051326102,-1946648.0331493157,1762505.0498377415
BK96,DI134,4013694.231175273,-410548.33652969793,4852853.051326102,-1946648.0331493157,1750368.4764619742
BO94,DI134,3960785.341904585,-534086.9912775034,4852853.051326102,-1946648.0331493157,1670662.5916703022
BP93,DI134,3934949.91904119,-564962.4706218361,4852853.051326102,-1946648.0331493157,1658795.0910089316
BQ92,DI134,3909078.9103666004,-595833.8245278371,4852853.051326102,-1946648.0331493157,1647849.706544112
BR92,DI134,3908168.297188433,-626700.8270671035,4852853.051326102,-1946648.0331493157,1623172.7916473914
BR94,DI134,3958158.5030009835,-626700.8270671034,4852853.051326102,-1946648.0331493157,1594596.8022189576
BR95,DI134,3983153.6059072586,-626700.8270671035,4852853.051326102,-1946648.0331493157,1580707.9908085747
DC127,DI134,4702040.822193813,-1763649.9654936127,4852853.051326102,-1946648.0331493157,237134.18400047542
DC128,DI134,4726612.862842023,-1763649.9654936127,4852853.051326102,-1946648.0331493157,222317.0662684646
DH123,DI134,4587211.427598146,-1916182.9581291282,4852853.051326102,-1946648.0331493157,267382.8585620449
DH124,DI134,4611695.181178133,-1916182.9581291277,4852853.051326102,-1946648.0331493157,243074.55467467217
DH125,DI134,4636178.93475812,-1916182.958129128,4852853.051326102,-1946648.0331493157,218805.37833083738
DI123,DI134,4583735.819523033,-1946648.0331493157,4852853.051326102,-1946648.0331493157,269117.2318030689
ET70,DI134,3166536.246336458,-3061784.023094869,4852853.051326102,-1946648.0331493157,2021680.64809018
EW66,DI134,3060416.50042287,-3150977.3855284094,4852853.051326102,-1946648.0331493157,2159453.1664325856
EX67,DI134,3079833.897776967,-3180661.2325394778,4852853.051326102,-1946648.0331493157,2160181.819921933
BF100,DI135,4116421.103968294,-256059.28990770542,4877318.254217289,-1946648.0331493157,1853929.548831964
BF101,DI135,4141466.6578159924,-256059.28990770527,4877318.254217289,-1946648.0331493157,1843791.7102269402
BG99,DI135,4090953.2652706616,-286961.7381616283,4877318.254217289,-1946648.0331493157,1836553.427921711
BK95,DI135,3988664.5459936955,-410548.3365296979,4877318.254217289,-1946648.0331493157,1774628.888273384
BK96,DI135,4013694.231175273,-410548.33652969793,4877318.254217289,-1946648.0331493157,1762228.3425056352
BO94,DI135,3960785.341904585,-534086.9912775034,4877318.254217289,-1946648.0331493157,1683853.1041532059
BP93,DI135,3934949.91904119,-564962.4706218361,4877318.254217289,-1946648.0331493157,1672457.1961157783
BQ92,DI135,3909078.9103666004,-595833.8245278371,4877318.254217289,-1946648.0331493157,1661982.6873930078
BR92,DI135,3908168.297188433,-626700.8270671035,4877318.254217289,-1946648.0331493157,1637532.3709940126
BR94,DI135,3958158.5030009835,-626700.8270671034,4877318.254217289,-1946648.0331493157,1608451.2038294042
BR95,DI135,3983153.6059072586,-626700.8270671035,4877318.254217289,-1946648.0331493157,1594299.546864277
DC127,DI135,4702040.822193813,-1763649.9654936127,4877318.254217289,-1946648.0331493157,253397.8511007262
DC128,DI135,4726612.862842023,-1763649.9654936127,4877318.254217289,-1946648.0331493157,237066.2518269806
DH123,DI135,4587211.427598146,-1916182.9581291282,4877318.254217289,-1946648.0331493157,291702.05972364254
DH124,DI135,4611695.181178133,-1916182.9581291277,4877318.254217289,-1946648.0331493157,267364.4286862983
DH125,DI135,4636178.93475812,-1916182.958129128,4877318.254217289,-1946648.0331493157,243056.15027235358
DI123,DI135,4583735.819523033,-1946648.0331493157,4877318.254217289,-1946648.0331493157,293582.43469425663
ET70,DI135,3166536.246336458,-3061784.023094869,4877318.254217289,-1946648.0331493157,2042132.060999146
EW66,DI135,3060416.50042287,-3150977.3855284094,4877318.254217289,-1946648.0331493157,2179803.012187818
EX67,DI135,3079833.897776967,-3180661.2325394778,4877318.254217289,-1946648.0331493157,2180306.9939613603
BF100,DI136,4116421.103968294,-256059.28990770542,4901783.457108477,-1946648.0331493157,1864104.161388288
BF101,DI136,4141466.6578159924,-256059.28990770527,4901783.457108477,-1946648.0331493157,1853691.4344252704
BG99,DI136,4090953.2652706616,-286961.7381616283,4901783.457108477,-1946648.0331493157,1847161.1185182808
BK95,DI136,3988664.5459936955,-410548.3365296979,4901783.457108477,-1946648.0331493157,1787005.4347400083
BK96,DI136,4013694.231175273,-410548.33652969793,4901783.457108477,-1946648.0331493157,1774346.288404132
BO94,DI136,3960785.341904585,-534086.9912775034,4901783.457108477,-1946648.0331493157,1697293.7724010118
BP93,DI136,3934949.91904119,-564962.4706218361,4901783.457108477,-1946648.0331493157,1686363.5681633384
BQ92,DI136,3909078.9103666004,-595833.8245278371,4901783.457108477,-1946648.0331493157,1676353.585415579
BR92,DI136,3908168.297188433,-626700.8270671035,4901783.457108477,-1946648.0331493157,1652129.447975301
BR94,DI136,3958158.5030009835,-626700.8270671034,4901783.457108477,-1946648.0331493157,1622556.218088793
BR95,DI136,3983153.6059072586,-626700.8270671035,4901783.457108477,-1946648.0331493157,1608148.447862389
DC127,DI136,4702040.822193813,-1763649.9654936127,4901783.457108477,-1946648.0331493157,270897.4214871272
DC128,DI136,4726612.862842023,-1763649.9654936127,4901783.457108477,-1946648.0331493157,253323.9622723911
DH123,DI136,4587211.427598146,-1916182.9581291282,4901783.457108477,-1946648.0331493157,316043.79846191325
DH124,DI136,4611695.181178133,-1916182.9581291277,4901783.457108477,-1946648.0331493157,291683.61048955965
DH125,DI136,4636178.93475812,-1916182.958129128,4901783.457108477,-1946648.0331493157,267345.998827263
DI123,DI136,4583735.819523033,-1946648.0331493157,4901783.457108477,-1946648.0331493157,318047.6375854444
ET70,DI136,3166536.246336458,-3061784.023094869,4901783.457108477,-1946648.0331493157,2062670.8798458183
EW66,DI136,3060416.50042287,-3150977.3855284094,4901783.457108477,-1946648.0331493157,2200236.6823083973
EX67,DI136,3079833.897776967,-3180661.2325394778,4901783.457108477,-1946648.0331493157,2200520.114204237
BF100,DI137,4116421.103968294,-256059.28990770542,4926248.659999665,-1946648.0331493155,1874542.869417232
BF101,DI137,4141466.6578159924,-256059.28990770527,4926248.659999665,-1946648.0331493155,1863859.729090862
BG99,DI137,4090953.2652706616,-286961.7381616283,4926248.659999665,-1946648.0331493155,1858030.407239192
BK95,DI137,3988664.5459936955,-410548.3365296979,4926248.659999665,-1946648.0331493155,1799629.4754174373
BK96,DI137,4013694.231175273,-410548.33652969793,4926248.659999665,-1946648.0331493155,1786717.063085785
BO94,DI137,3960785.341904585,-534086.9912775034,4926248.659999665,-1946648.0331493155,1710978.7010951191
BP93,DI137,3934949.91904119,-564962.4706218361,4926248.659999665,-1946648.0331493155,1700508.2144825808
BQ92,DI137,3909078.9103666004,-595833.8245278371,4926248.659999665,-1946648.0331493155,1690956.334676405
BR92,DI137,3908168.297188433,-626700.8270671035,4926248.659999665,-1946648.0331493155,1666957.7835044556
BR94,DI137,3958158.5030009835,-626700.8270671034,4926248.659999665,-1946648.0331493155,1636905.366513889
BR95,DI137,3983153.6059072586,-626700.8270671035,4926248.659999665,-1946648.0331493155,1622248.10306494
DC127,DI137,4702040.822193813,-1763649.9654936127,4926248.659999665,-1946648.0331493155,289408.78925716225
DC128,DI137,4726612.862842023,-1763649.9654936127,4926248.659999665,-1946648.0331493155,270818.6556950761
DH123,DI137,4587211.427598146,-1916182.9581291282,4926248.659999665,-1946648.0331493155,340403.2399235755
DH124,DI137,4611695.181178133,-1916182.9581291277,4926248.659999665,-1946648.0331493155,316025.3341659709
DH125,DI137,4636178.93475812,-1916182.958129128,4926248.659999665,-1946648.0331493155,291665.161268347
DI123,DI137,4583735.819523033,-1946648.0331493157,4926248.659999665,-1946648.0331493155,342512.8404766321
ET70,DI137,3166536.246336458,-3061784.023094869,4926248.659999665,-1946648.0331493155,2083294.5194744405
EW66,DI137,3060416.50042287,-3150977.3855284094,4926248.659999665,-1946648.0331493155,2220751.862931303
EX67,DI137,3079833.897776967,-3180661.2325394778,4926248.659999665,-1946648.0331493155,2220818.7792845787
BF100,DI138,4116421.103968294,-256059.28990770542,4950713.862890854,-1946648.0331493157,1885241.2859806204
BF101,DI138,4141466.6578159924,-256059.28990770527,4950713.862890854,-1946648.0331493157,1874292.2231329677
BG99,DI138,4090953.2652706616,-286961.7381616283,4950713.862890854,-1946648.0331493157,1869156.730450977
BK95,DI138,3988664.5459936955,-410548.3365296979,4950713.862890854,-1946648.0331493157,1812495.838918581
BK96,DI138,4013694.231175273,-410548.33652969793,4950713.862890854,-1946648.0331493157,1799335.451819722
BO94,DI138,3960785.341904585,-534086.9912775034,4950713.862890854,-1946648.0331493157,1724902.0765469677
BP93,DI138,3934949.91904119,-564962.4706218361,4950713.862890854,-1946648.0331493157,1714885.2391113234
BQ92,DI138,3909078.9103666004,-595833.8245278371,4950713.862890854,-1946648.0331493157,1705784.9807446057
BR92,DI138,3908168.297188433,-626700.8270671035,4950713.862890854,-1946648.0331493157,1682011.2613802615
BR94,DI138,3958158.5030009835,-626700.8270671034,4950713.862890854,-1946648.0331493157,1651492.2855679186
BR95,DI138,3983153.6059072586,-626700.8270671035,4950713.862890854,-1946648.0331493157,1636592.0315516626
DC127,DI138,4702040.822193813,-1763649.9654936127,4950713.862890854,-1946648.0331493157,308750.01851859613
DC128,DI138,4726612.862842023,-1763649.9654936127,4950713.862890854,-1946648.0331493157,289326.028881964
DH123,DI138,4587211.427598146,-1916182.9581291282,4950713.862890854,-1946648.0331493157,364776.8376140607
DH124,DI138,4611695.181178133,-1916182.9581291277,4950713.862890854,-1946648.0331493157,340384.76368106814
DH125,DI138,4636178.93475812,-1916182.958129128,4950713.862890854,-1946648.0331493157,316006.86988014897
DI123,DI138,4583735.819523033,-1946648.0331493157,4950713.862890854,-1946648.0331493157,366978.0433678208
ET70,DI138,3166536.246336458,-3061784.023094869,4950713.862890854,-1946648.0331493157,2104000.4856191394
EW66,DI138,3060416.50042287,-3150977.3855284094,4950713.862890854,-1946648.0331493157,2241346.315845738
EX67,DI138,3079833.897776967,-3180661.2325394778,4950713.862890854,-1946648.0331493157,2241200.6648521414
BF100,DI153,4116421.103968294,-256059.28990770542,5317691.906258674,-1946648.0331493157,2073919.4389393772
BF101,DI153,4141466.6578159924,-256059.28990770527,5317691.906258674,-1946648.0331493157,2059513.5672894453
BG99,DI153,4090953.2652706616,-286961.7381616283,5317691.906258674,-1946648.0331493157,2063842.603267767
BK95,DI153,3988664.5459936955,-410548.3365296979,5317691.906258674,-1946648.0331493157,2031235.0928161368
BK96,DI153,4013694.231175273,-410548.33652969793,5317691.906258674,-1946648.0331493157,2014947.198955297
BO94,DI153,3960785.341904585,-534086.9912775034,5317691.906258674,-1946648.0331493157,1958704.7050030788
BP93,DI153,3934949.91904119,-564962.4706218361,5317691.906258674,-1946648.0331493157,1954745.6092573877
BQ92,DI153,3909078.9103666004,-595833.8245278371,5317691.906258674,-1946648.0331493157,1951637.6708830243
BR92,DI153,3908168.297188433,-626700.8270671035,5317691.906258674,-1946648.0331493157,1931066.3974526192
BR94,DI153,3958158.5030009835,-626700.8270671034,5317691.906258674,-1946648.0331493157,1894885.6697483563
BR95,DI153,3983153.6059072586,-626700.8270671035,5317691.906258674,-1946648.0331493157,1877033.058299476
DC127,DI153,4702040.822193813,-1763649.9654936127,5317691.906258674,-1946648.0331493157,642272.9560521451
DC128,DI153,4726612.862842023,-1763649.9654936127,5317691.906258674,-1946648.0331493157,618759.0228288105
DH123,DI153,4587211.427598146,-1916182.9581291282,5317691.906258674,-1946648.0331493157,731115.4836960442
DH124,DI153,4611695.181178133,-1916182.9581291277,5317691.906258674,-1946648.0331493157,706653.7317671471
DH125,DI153,4636178.93475812,-1916182.958129128,5317691.906258674,-1946648.0331493157,682193.5583978354
DI123,DI153,4583735.819523033,-1946648.0331493157,5317691.906258674,-1946648.0331493157,733956.0867356416
ET70,DI153,3166536.246336458,-3061784.023094869,5317691.906258674,-1946648.0331493157,2423014.4343951475
EW66,DI153,3060416.50042287,-3150977.3855284094,5317691.906258674,-1946648.0331493157,2558456.848726013
EX67,DI153,3079833.897776967,-3180661.2325394778,5317691.906258674,-1946648.0331493157,2555542.41647343
BF100,DI154,4116421.103968294,-256059.28990770542,5342157.109149862,-1946648.033149315,2088185.5887764655
BF101,DI154,4141466.6578159924,-256059.28990770527,5342157.109149862,-1946648.033149315,2073583.3377753538
BG99,DI154,4090953.2652706616,-286961.7381616283,5342157.109149862,-1946648.033149315,2078477.7258147467
BK95,DI154,3988664.5459936955,-410548.3365296979,5342157.109149862,-1946648.033149315,2047326.1578150976
BK96,DI154,4013694.231175273,-410548.33652969793,5342157.109149862,-1946648.033149315,2030865.7996311344
BO94,DI154,3960785.341904585,-534086.9912775034,5342157.109149862,-1946648.033149315,1975731.9292749001
BP93,DI154,3934949.91904119,-564962.4706218361,5342157.109149862,-1946648.033149315,1972127.5490166505
BQ92,DI154,3909078.9103666004,-595833.8245278371,5342157.109149862,-1946648.033149315,1969368.464772793
BR92,DI154,3908168.297188433,-626700.8270671035,5342157.109149862,-1946648.033149315,1948995.7772336982
BR94,DI154,3958158.5030009835,-626700.8270671034,5342157.109149862,-1946648.033149315,1912514.7760648218
BR95,DI154,3983153.6059072586,-626700.8270671035,5342157.109149862,-1946648.033149315,1894505.5156082036
DC127,DI154,4702040.822193813,-1763649.9654936127,5342157.109149862,-1946648.033149315,665760.5827864252
DC128,DI154,4726612.862842023,-1763649.9654936127,5342157.109149862,-1946648.033149315,642170.5473847319
DH123,DI154,4587211.427598146,-1916182.9581291282,5342157.109149862,-1946648.033149315,755560.12526441
DH124,DI154,4611695.181178133,-1916182.9581291277,5342157.109149862,-1946648.033149315,731096.9491197191
DH125,DI154,4636178.93475812,-1916182.958129128,5342157.109149862,-1946648.033149315,706635.1983261819
DI123,DI154,4583735.819523033,-1946648.0331493157,5342157.109149862,-1946648.033149315,758421.2896268293
ET70,DI154,3166536.246336458,-3061784.023094869,5342157.109149862,-1946648.033149315,2444760.6047997405
EW66,DI154,3060416.50042287,-3150977.3855284094,5342157.109149862,-1946648.033149315,2580067.7112269117
EX67,DI154,3079833.897776967,-3180661.2325394778,5342157.109149862,-1946648.033149315,2576993.381634054
BF100,DI155,4116421.103968294,-256059.28990770542,5366622.31204105,-1946648.0331493155,2102639.617110318
BF101,DI155,4141466.6578159924,-256059.28990770527,5366622.31204105,-1946648.0331493155,2087844.9836745246
BG99,DI155,4090953.2652706616,-286961.7381616283,5366622.31204105,-1946648.0331493155,2093296.4707986366
BK95,DI155,3988664.5459936955,-410548.3365296979,5366622.31204105,-1946648.0331493155,2063581.8091282684
BK96,DI155,4013694.231175273,-410548.33652969793,5366622.31204105,-1946648.0331493155,2046953.0209435765
BO94,DI155,3960785.341904585,-534086.9912775034,5366622.31204105,-1946648.0331493155,1992914.0181193105
BP93,DI155,3934949.91904119,-564962.4706218361,5366622.31204105,-1946648.0331493155,1989658.4718425479
BQ92,DI155,3909078.9103666004,-595833.8245278371,5366622.31204105,-1946648.0331493155,1987242.2585025702
BR92,DI155,3908168.297188433,-626700.8270671035,5366622.31204105,-1946648.0331493155,1967066.0233667693
BR94,DI155,3958158.5030009835,-626700.8270671034,5366622.31204105,-1946648.0331493155,1930292.9643502021
BR95,DI155,3983153.6059072586,-626700.8270671035,5366622.31204105,-1946648.0331493155,1912131.3468733637
DC127,DI155,4702040.822193813,-1763649.9654936127,5366622.31204105,-1946648.0331493155,689316.2187365786
DC128,DI155,4726612.862842023,-1763649.9654936127,5366622.31204105,-1946648.0331493155,665657.8609389078
DH123,DI155,4587211.427598146,-1916182.9581291282,5366622.31204105,-1946648.0331493155,780006.0561201148
DH124,DI155,4611695.181178133,-1916182.9581291277,5366622.31204105,-1946648.0331493155,755541.5896619465
DH125,DI155,4636178.93475812,-1916182.958129128,5366622.31204105,-1946648.0331493155,731078.4145442115
DI123,DI155,4583735.819523033,-1946648.0331493157,5366622.31204105,-1946648.0331493155,782886.4925180171
ET70,DI155,3166536.246336458,-3061784.023094869,5366622.31204105,-1946648.0331493155,2466557.717260912
EW66,DI155,3060416.50042287,-3150977.3855284094,5366622.31204105,-1946648.0331493155,2601729.123975691
EX67,DI155,3079833.897776967,-3180661.2325394778,5366622.31204105,-1946648.0331493155,2598497.609750985
BF100,DJ94,4116421.103968294,-256059.28990770542,3871260.099662012,-1977098.7290661708,1738413.2619061987
BF101,DJ94,4141466.6578159924,-256059.28990770527,3871260.099662012,-1977098.7290661708,1742121.7911524745
BG99,DJ94,4090953.2652706616,-286961.7381616283,3871260.099662012,-1977098.7290661708,1704355.6363150887
BK95,DJ94,3988664.5459936955,-410548.3365296979,3871260.099662012,-1977098.7290661708,1570943.64519375
BK96,DJ94,4013694.231175273,-410548.33652969793,3871260.099662012,-1977098.7290661708,1573012.2740068221
BO94,DJ94,3960785.341904585,-534086.9912775034,3871260.099662012,-1977098.7290661708,1445786.1682816243
BP93,DJ94,3934949.91904119,-564962.4706218361,3871260.099662012,-1977098.7290661708,1413571.7900077507
BQ92,DJ94,3909078.9103666004,-595833.8245278371,3871260.099662012,-1977098.7290661708,1381782.5440178355
BR92,DJ94,3908168.297188433,-626700.8270671035,3871260.099662012,-1977098.7290661708,1350902.183271658
BR94,DJ94,3958158.5030009835,-626700.8270671034,3871260.099662012,-1977098.7290661708,1353190.9792140746
BR95,DJ94,3983153.6059072586,-626700.8270671035,3871260.099662012,-1977098.7290661708,1355025.7010342414
DC127,DJ94,4702040.822193813,-1763649.9654936127,3871260.099662012,-1977098.7290661708,857762.7781625375
DC128,DJ94,4726612.862842023,-1763649.9654936127,3871260.099662012,-1977098.7290661708,881583.0784165123
DH123,DJ94,4587211.427598146,-1916182.9581291282,3871260.099662012,-1977098.7290661708,718538.1236388001
DH124,DJ94,4611695.181178133,-1916182.9581291277,3871260.099662012,-1977098.7290661708,742936.6332929338
DH125,DJ94,4636178.93475812,-1916182.958129128,3871260.099662012,-1977098.7290661708,767340.5733008267
DI123,DJ94,4583735.819523033,-1946648.0331493157,3871260.099662012,-1977098.7290661708,713126.1433107754
ET70,DJ94,3166536.246336458,-3061784.023094869,3871260.099662012,-1977098.7290661708,1293513.7790252336
EW66,DJ94,3060416.50042287,-3150977.3855284094,3871260.099662012,-1977098.7290661708,1426694.936741796
EX67,DJ94,3079833.897776967,-3180661.2325394778,3871260.099662012,-1977098.7290661708,1440457.6122875405
BF100,DJ95,4116421.103968294,-256059.28990770542,3895706.453817522,-1977098.729066171,1735134.4927497876
BF101,DJ95,4141466.6578159924,-256059.28990770527,3895706.453817522,-1977098.729066171,1738497.8656898765
BG99,DJ95,4090953.2652706616,-286961.7381616283,3895706.453817522,-1977098.729066171,1701377.1966869896
BK95,DJ95,3988664.5459936955,-410548.3365296979,3895706.453817522,-1977098.729066171,1569306.0056143326
BK96,DJ95,4013694.231175273,-410548.33652969793,3895706.453817522,-1977098.729066171,1570987.3481228293
BO94,DJ95,3960785.341904585,-534086.9912775034,3895706.453817522,-1977098.729066171,1444478.5000374767
BP93,DJ95,3934949.91904119,-564962.4706218361,3895706.453817522,-1977098.729066171,1412681.443912932
BQ92,DJ95,3909078.9103666004,-595833.8245278371,3895706.453817522,-1977098.729066171,1381329.634483909
BR92,DJ95,3908168.297188433,-626700.8270671035,3895706.453817522,-1977098.729066171,1350455.4014345251
BR94,DJ95,3958158.5030009835,-626700.8270671034,3895706.453817522,-1977098.729066171,1351841.2451803267
BR95,DJ95,3983153.6059072586,-626700.8270671035,3895706.453817522,-1977098.729066171,1353226.329233986
DC127,DJ95,4702040.822193813,-1763649.9654936127,3895706.453817522,-1977098.729066171,834107.599950657
DC128,DJ95,4726612.862842023,-1763649.9654936127,3895706.453817522,-1977098.729066171,857884.5115915345
DH123,DJ95,4587211.427598146,-1916182.9581291282,3895706.453817522,-1977098.729066171,694182.8720965357
DH124,DJ95,4611695.181178133,-1916182.9581291277,3895706.453817522,-1977098.729066171,718575.3884293014
DH125,DJ95,4636178.93475812,-1916182.958129128,3895706.453817522,-1977098.729066171,742973.9067956415
DI123,DJ95,4583735.819523033,-1946648.0331493157,3895706.453817522,-1977098.729066171,688702.8771211487
ET70,DJ95,3166536.246336458,-3061784.023094869,3895706.453817522,-1977098.729066171,1306993.2588043835
EW66,DJ95,3060416.50042287,-3150977.3855284094,3895706.453817522,-1977098.729066171,1440729.123166333
EX67,DJ95,3079833.897776967,-3180661.2325394778,3895706.453817522,-1977098.729066171,1454032.5744174656
BF100,DJ96,4116421.103968294,-256059.28990770542,3920152.8079730347,-1977098.7290661715,1732194.5604209043
BF101,DJ96,4141466.6578159924,-256059.28990770527,3920152.8079730347,-1977098.7290661715,1735210.814647949
BG99,DJ96,4090953.2652706616,-286961.7381616283,3920152.8079730347,-1977098.7290661715,1698745.373573374
BK95,DJ96,3988664.5459936955,-410548.3365296979,3920152.8079730347,-1977098.7290661715,1568047.8279066589
BK96,DJ96,4013694.231175273,-410548.33652969793,3920152.8079730347,-1977098.7290661715,1569340.6673539304
BO94,DJ96,3960785.341904585,-534086.9912775034,3920152.8079730347,-1977098.7290661715,1443583.6928316867
BP93,DJ96,3934949.91904119,-564962.4706218361,3920152.8079730347,-1977098.7290661715,1412213.782296834
BQ92,DJ96,3909078.9103666004,-595833.8245278371,3920152.8079730347,-1977098.7290661715,1381309.2947336205
BR92,DJ96,3908168.297188433,-626700.8270671035,3920152.8079730347,-1977098.7290661715,1350451.0810178318
BR94,DJ96,3958158.5030009835,-626700.8270671034,3920152.8079730347,-1977098.7290661715,1350932.6136332788
